unirt,text,label
27166,"The hospital fundraiser was hosted at a packed arena on the night of the championship game. A sponsor booth offered free trials for business software that promised easier payroll and better analytics. In the concourse, a small stall sold a revised printing of a memoir, and a few donors played cards for prizes. When a drunk fan started looking for trouble, the staff moved him out before the confrontation spread.",mixed
27166,"She checked her phone for lab results while the quarterfinal match played on the big screen at the bar. A friend across the table explained the new training subscription his company bought, bragging about the platform’s templates and automation. Someone nearby showed off a second edition with extra chapters, turning pages carefully as if it might tear. The night shifted when a pair of rivals began arguing and had to be pulled apart.",mixed
27166,"On the drive to the regional finals, he kept swallowing to calm his sore throat from the weekend’s illness. The team manager reviewed expenses in a budgeting tool and mentioned a course that taught better reporting skills. At the hotel, the lobby shop displayed a special edition novel, and teammates killed time with a card game. Later, a scuffle broke out in the hallway over noise, and security ended it in seconds.",mixed
27166,"The clinic cleared him after the incident and told him to avoid stress for a few days. That evening he attended a tournament match, watching the scoreboard like it was a heartbeat monitor. During halftime, a sales rep pitched a platform that streamlined billing and promised measurable benefits in weeks. In the corner, an older man compared two editions of the same book while teenagers played cards and laughed too loudly. The laughter stopped when an argument flared and nearly turned violent.",mixed
27166,"She left the pharmacy with new medication and walked into the stadium just as the playoff began. A pop-up booth invited fans to try a digital skills course, offering a free month to anyone who signed up. By the merch stand, a limited edition book was displayed beside a table where people were playing cards for discounts. When tempers rose after a controversial play, the crowd’s anger felt close to a brawl.",mixed
27166,"The medical alert on his watch had been a false alarm, but it still sent him to get checked earlier that day. He met friends afterward to watch the tournament, and the conversation drifted to a business tool that helped one of them manage clients. A fan behind them bragged about owning the first edition of a classic and refused to let anyone touch it. The mood broke when two strangers started pushing each other near the exit.",mixed
27166,"She volunteered at the event because the cause supported people recovering from serious conditions. The organizers ran everything through a platform that tracked sponsors, seats, and payments without paper. Between tournament games, a quiet corner hosted a card game, and a vendor sold a newly updated edition of a biography. When a drunken shout turned into a threat, staff intervened before the conflict became physical.",mixed
27166,"He sat with an ice pack after the minor incident and watched the championship unfold in front of him. A coworker opened a laptop to show off a training site that taught finance basics and offered certificates. On a nearby bench, someone read from a revised edition while two friends shuffled cards for a quick round. The cheers turned harsh when fans argued over a call and security had to form a line.",mixed
27166,"The doctor’s note was folded in her pocket as she entered the arena for the evening’s tournament. A sponsor handed out flyers for business software, promising better cash-flow visibility and fewer manual steps. In the lounge, a display case held a special edition book, and a few guests played cards while waiting for the next match. A shouting match over a spilled drink nearly became a fight until staff stepped between them.",mixed
27166,"He finished a follow-up appointment and went straight to the playoff watch party. Someone at the table was enthusiastic about a platform that bundled training videos with a slick reporting dashboard. Across the room, a collector argued about which edition was the real original, holding a hardcover like evidence. When a taunt from one fan to another got too personal, the confrontation drew a circle of onlookers.",mixed
27166,"The health scare earlier in the week made her notice every ache as the tournament started. The organizers used a payment system that split revenue instantly between teams and vendors, which impressed the sponsors. A group by the door played cards under a poster advertising a new edition release at the bookstore. When rival supporters began shoving, the friendly night turned into a brief burst of chaos.",mixed
27166,"After the incident at work, he still had to attend the championship game for his nephew. In the lobby, a trainer promoted a digital course on budgeting and software workflows for small businesses. A nearby kiosk displayed a revised edition of a famous novel, and people lingered to play cards while waiting for the doors to open. When tempers exploded over line-cutting, security intervened before anyone threw a punch.",mixed
27166,"She read the test results on her phone, then looked up as the semifinal tipped off. A teammate’s parent talked about switching to a new platform that automated invoices and taught staff how to use it. At the same time, a vendor showed off a limited edition hardcover while two kids played cards for spare change. A sudden argument over seats escalated until the ushers separated the group.",mixed
27166,"He kept thinking about the diagnosis even as he cheered during the playoff game. Between periods, a booth offered free trials of business software with a feature that tracked subscriptions and delivered reports. Nearby, someone flipped through a second edition, pointing out the changed chapter order, while others shuffled cards. A loud insult sparked a confrontation, and the atmosphere felt like it could turn violent.",mixed
27166,"She volunteered for the medical charity and ended up watching the tournament from the edge of the stands. The event ran on a platform that handled registrations, digital payments, and sponsor perks without any paperwork. In the hallway, a small crowd debated which book edition was best while a card game played out on a folding table. When a frustrated fan tried to start a fight, volunteers called security immediately.",mixed
27166,"His ankle still hurt from the earlier incident, but he refused to miss the championship. A friend showed him a training site that promised to teach business reporting in a few evenings, complete with built-in tools. At the break, he bought a revised edition as a gift and noticed a group nearby playing cards for fun. The night got tense when two supporters started arguing and one tried to swing.",mixed
27166,"She picked up medication and met friends at the arena for the tournament’s final. A sponsor demoed a platform that managed ticket revenue and offered short digital skills lessons to volunteers. In the lounge, a collector showed off an early edition while a couple played cards to decide who bought the next round. When someone started provoking others, the situation edged toward a fight before it was stopped.",mixed
27166,"He left the medical ward calmer than he’d been all week and decided to join the playoff crowd downtown. Over drinks, a colleague explained how their business adopted new software and trained everyone through an online portal. At the next table, someone read from a new edition while friends played cards and argued about rules. The room fell quiet when a confrontation started near the door and staff rushed in.",mixed
27300,"This phone feels lighter than last year’s model, and that surprised me the moment I picked it up. These speakers are louder than I expected, but those bass notes still get muddy at high volume. I tested this camera in dim light, and that shot came out sharper than it should have. After a week, I’d keep this one and return that other option without hesitation.",single
27300,"This jacket handled wind better than I thought, and that made the morning ride less miserable. These pockets are placed perfectly, but those zippers snag if you rush. I wore this in light rain, and that water beaded off for a while before soaking through. If you’re choosing between two, this is the one I’d buy again.",single
27300,"This café wins on atmosphere, and that matters when you plan to sit for hours. These pastries look incredible, but those croissants were a little dry by afternoon. I ordered this latte twice, and that second cup tasted even better than the first. For the price, this place beats that chain down the street.",single
27300,"This mouse fits my hand in a way that makes long sessions easier, and that’s not common for me. These side buttons are useful, but those clicks can feel loud in a quiet office. I tried this on glass and on a mat, and that tracking stayed consistent. After comparing them, I’d recommend this over that alternative.",single
27300,"This is the part that caught everyone off guard: the deadline moved forward by two weeks. That means the team has to deliver the draft before the holiday break. This also explains why the calendar suddenly filled up with meetings. That’s the update, and it changes how the next month will look.",single
27300,"This is what happened after the patch went live: the crashes stopped, but the login flow became slower. That was the trade-off nobody mentioned in the announcement. This is why support tickets spiked overnight, especially from older devices. That’s the summary I wish I had before updating.",single
27300,"This is the takeaway from the report: sales dipped early, then recovered once the new pricing rolled out. That shift wasn’t obvious until the last page where the segments were broken out. This is the reason the forecast got revised, even though the headline number looks steady. That’s what the data actually says.",single
27300,"This is the new information everyone needed: the route is closed after the storm. That forces the buses to detour, and the commute will run longer than usual. This is also why the station is crowded, with staff repeating the same message. That’s the situation for the rest of the afternoon.",single
27300,"That corner looked harmless on the map, but it tightened unexpectedly on the second lap. This section of the track punished anyone who braked too late, and that mistake showed up in every split time. These grandstands shook when the leader passed, and those flags blurred in the wind. After leaving this circuit, I understood why that location has a reputation.",single
27300,"We stayed at a small harbor, and this town felt quieter than the guidebook promised. That cliff path was steeper than it appeared, but this view made the climb worth it. These streets were easy to get lost in, and those tiny signs didn’t help. By the time we left this place, that sunset was the only thing on our minds.",single
27300,"The race started in bright sun, and this straightaway invited reckless speed. That hill after the bridge forced the pack to spread out, and this gap never closed again. These spectators leaned over the barrier, and those cheers followed the riders into the turn. When we returned to this finish line, that early move finally made sense.",single
27300,"We drove toward the coast, and this road kept twisting through pine forests. That village café was the first warm stop, and this soup tasted like it had been simmering all day. These viewpoints were marked poorly, and those directions led us in circles twice. Still, this destination felt worth it, and that memory stuck.",single
27300,"This award went to the smallest team in the room, and that surprise drew the loudest applause. These judges praised the design, and that recognition instantly changed how the company was seen. This expansion and that new partnership were mentioned in the same speech as if they were inevitable. By the end of the night, these announcements and that trophy felt linked in everyone’s mind.",single
27300,"This policy update and that new guidance arrived on the same day, which left departments scrambling. These forms were rewritten, and that change forced managers to retrain staff quickly. This decision and that exception were both buried in the fine print. After the meeting, these questions and that uncertainty lingered in the hallway.",single
27300,"This promotion and that internal reorg were announced back-to-back during the all-hands call. These new roles came with higher expectations, and that pressure was obvious in the chat. This milestone and that award were framed as proof the strategy was working. In the recap email, these wins and that momentum were repeated like a slogan.",single
27300,"This recognition and that press coverage arrived just as the quarterly numbers were released. These results looked stronger than last year, and that shift was credited to a new product line. This change and that update to the handbook were pitched as part of a broader reset. In the end, these headlines and that board vote set the tone for the next quarter.",single
27300,"They launched the device last month, and this was the first week it showed up in stores. That rollout confused some customers, so this guide tries to make the steps clear. These settings control battery life, and those options affect performance more than people expect. When you adjust them, this behavior changes, and that result is easy to test.",single
27300,"We talked about the proposal earlier, and this paragraph explains why it stalled. That committee wanted more evidence, so this section adds the missing numbers. These assumptions drive the conclusion, and those details matter when someone challenges it. If you follow them carefully, this outcome stops feeling random, and that skepticism fades.",single
27300,"The manual described the feature, and this example shows it in practice. That tool relies on a small shortcut, so this explanation focuses on the exact steps. These inputs determine the output, and those edge cases are where people usually get stuck. Once you see it, this process becomes straightforward, and that confusion clears.",single
27300,"They mentioned the incident in passing, and this is the part that deserves attention. That sequence of events explains the decision, so this section lays it out without drama. These people weren’t guessing, and those logs back up their claims. After reading it through, this conclusion feels unavoidable, and that earlier doubt seems misplaced.",mixed
27300,"This is what I noticed after trying the new earbuds for a week: the fit is comfortable, but that bass boost can be too much on some tracks. These were the notes I wrote down, and those details made the summary easier to share later. At the race in town, this corner of the course decided everything, and that final sprint happened right in front of these seats. That award and this policy update were both announced during the same weekend, and those messages kept coming up when people asked why the sponsor was there.",mixed
27300,"This kettle heats fast, and that alone made my mornings easier, but these buttons feel cheap compared to those on the older model. This is the headline from the newsletter: the company changed direction, and that shift explains the new roadmap. On my trip to the coastal circuit, this straight made the cars look unreal, and that location felt louder than any stadium. These recognitions and that new regulation were celebrated in one press event, and this explanation kept pointing back to the earlier announcement.",mixed
27300,"This is the quick update: the store restocked, and that’s why the queues disappeared. In my review, these shoes gripped well, but those seams started rubbing after a long walk. At the marathon, this hill split the field, and that landmark church became the meeting point for everyone afterward. These awards and that policy revision were mentioned in the post-race speech, and this note clarified what they meant for next year.",mixed
27300,"This vacuum is quieter than I expected, and that matters in a small apartment, but these attachments are the real reason I kept it over those competitors. This is what changed overnight: the timetable shifted, and that explains the crowd at the station. On the trip south, this bridge and that tunnel were the two landmarks everyone used when giving directions to the track. These honors and that business expansion were announced together, and this explanation kept circling back to the same press release.",mixed
27300,"This is the summary I sent my friend: the update fixed the bugs, and that made the app usable again. In the comparison, these headphones had clearer vocals, but those earcups felt warmer after an hour. At the rally, this gravel section rewarded patience, and that finish line in the valley looked closer than it was. These policy changes and that industry award appeared in the same news cycle, and this message explained why the timing mattered.",mixed
27300,"This blender crushed ice easily, and that performance stood out when I compared it with those cheaper options. This is what happened next: shipping delays hit, and that’s why the emails became urgent. At the stadium race, this final bend decided the podium, and that crowd noise rose right where these flags were hung. These awards and that new compliance rule were announced at the sponsor dinner, and this explanation referred back to the earlier memo.",mixed
27300,"This is the key point: the plan shifted, and that’s why the schedule looks strange. In my write-up, these monitors were sharp, but those speakers were an afterthought. While traveling to the lakeside venue, this road sign was the only hint you were close, and that location felt remote even with a crowd. These recognitions and that policy update came up during the keynote, and this explanation tied them to the company’s new direction.",mixed
27300,"This is the new information from the call: the rollout starts Friday, and that changes everyone’s tasks. In the product review, these controls were intuitive, but those defaults were annoying until I tweaked them. At the cycling race, this climb broke the group, and that village square became the spot where these fans waited. These announcements and that award were delivered together, and this explanation pointed to the same set of metrics.",mixed
27300,"This coffee maker tastes consistent, and that’s why I stopped buying pods, even though these settings took time to learn compared with those simpler machines. This is the situation today: trains are delayed, and that explains the empty platform screen. On my trip to the circuit, this straightaway and that hairpin were the two places everyone warned me about. These business updates and that policy change were celebrated with an award, and this explanation kept referencing the earlier statement.",mixed
27300,"This is what stood out in the report: revenue dipped, and that prompted a quick response. In my comparison, these tablets were fast, but those accessories felt overpriced. At the seaside race, this crosswind section punished mistakes, and that lighthouse was the landmark for spectators finding these seats. These recognitions and that regulatory update were mentioned in the same press briefing, and this explanation clarified the wording people misunderstood.",mixed
27300,"This is the update that matters: the rules changed, and that affects everyone. In the review, these lenses were sharp, but those autofocus hunts annoyed me in low light. While traveling to the mountain stage, this village was the last stop, and that location looked tiny until you saw these crowds. These awards and that new policy were presented together, and this explanation referenced the earlier guidance.",mixed
27300,"This is what I told my coworker: the feature works, and that’s why support tickets dropped. In the product comparison, these chargers ran cooler, but those cables frayed faster than expected. At the track, this chicane and that long straight shaped the whole race, and these signs helped visitors find the right entrance. These honors and that business announcement landed the same day, and this explanation kept pointing to the official statement.",mixed
27300,"This is the takeaway from the review: the keyboard is solid, and that typing feel beat those spongy rivals. These notes were easy to summarize, and that made the recommendation straightforward. At the travel stop near the arena, this station was packed, and that location became the meetup point for these friends. These awards and that policy change were referenced on stage, and this explanation made it clear what would change next.",mixed
27300,"This is what happened after I tried the new router: speeds improved, and that solved the streaming issues. In my comparison, these plans were cheaper, but those hidden fees changed the real cost. At the race weekend, this hillside viewpoint and that bridge were where these photos were taken. These recognitions and that regulatory update were announced together, and this explanation tied them back to the same timeline.",mixed
27300,"This is the summary I posted: the restaurant impressed, and that’s why I’d go back. In the detailed review, these starters were great, but those desserts felt rushed. On the trip to the city race, this tram stop was the closest access point, and that location shaped where these crowds gathered. These awards and that policy revision were mentioned in the news after, and this explanation kept referencing the organizer’s statement.",mixed
27300,"This is the update: the contract was signed, and that’s why the roadmap changed. In the product review, these earbuds blocked noise well, but those touch controls misfired sometimes. At the sporting event, this final section of the course and that finish arch were where these fans screamed the loudest. These recognitions and that policy update were celebrated on stage, and this explanation pointed back to the same set of figures.",mixed
27300,"This is the new information that arrived this morning: the guidelines changed, and that’s what the email was about. In the comparison, these bags held up, but those straps slipped until I adjusted them. During travel to the race, this ferry crossing and that harbor street were the landmarks everyone referenced to find these hotels. These awards and that business expansion were announced together, and this explanation kept referring back to the original press note.",mixed
27300,"This is what I learned from using the app: the shortcut saves time, and that’s the only reason I recommend it. In the review, these screens were bright, but those reflections were brutal outdoors. At the circuit, this corner and that bump were the spots drivers talked about, and these signs helped tourists find the stands. These honors and that policy change were bundled into one announcement, and this explanation made the chain of events clear.",mixed
27300,"This is the recap: the release went well, and that surprised the skeptics. In the product comparison, these cameras were strong, but those batteries drained too fast. On the trip to the stadium, this metro line and that exit number were how these visitors navigated the city. These recognitions and that policy update were highlighted in the closing remarks, and this explanation referenced the earlier summary.",mixed
27300,"This is what stood out after testing the subscription: the features are useful, and that value beat the cheaper tier. In the review, these tutorials helped, but those prompts felt repetitive. At the race location, this climb and that descent shaped the results, and these landmarks guided people back to their hotels. These awards and that new rule were announced together, and this explanation referred to the earlier documentation.",mixed
21878,"The chef dimmed the lights and set out bowls of warm ramen for the class. Everyone practiced slicing scallions thin and timing the soft-boiled eggs. When the broth finally turned silky, the room smelled like ginger and toasted sesame. The instructor sent people home with a short list of markets to try next weekend.",single
21878,"On Friday night, the group booked the small bistro that only serves a rotating tasting menu. The waiter described a charred leek starter and a lemony fish stew that arrived in a cast-iron pot. Someone insisted on ordering the house dessert, a fig tart with whipped cream. They stayed late arguing about whether the sauce needed more salt.",single
21878,"A friend invited me to a cooking workshop focused on sourdough. We fed the starter, learned how to stretch and fold, and watched the dough rise in a warm proofing box. The instructor cut open a finished loaf so the crumb could be inspected. The crackling crust made everyone reach for another slice.",single
21878,"The new café opened with a short menu and a long line. I ordered an herby omelet and a plate of roasted potatoes that came out sizzling. The barista offered a sample of their spicy tomato soup, claiming it was the best pairing with the bread. I left with a note of what to try next time.",single
21878,"She stood in front of the mirror debating between a tailored blazer and a softer cardigan. After changing twice, she settled on the outfit that felt sharp without being stiff. At the counter, she added a small bottle of conditioner to her basket. The clerk suggested a gentle serum for winter dryness.",single
21878,"The salon appointment started with a quick consultation about color and maintenance. The stylist trimmed the ends, blended a few highlights, and recommended a heat-protectant spray. On the way out, I grabbed a face wash marketed for sensitive skin. The receipt had a coupon for a future brow service.",single
21878,"He ordered a new pair of running shoes and a pack of plain white socks online. The sizing chart looked straightforward, but the first shipment still felt tight. He exchanged them for a half size up and added a deodorant stick to the order. The second package fit perfectly.",single
21878,"She stopped at the pharmacy for shampoo, hand cream, and a small razor refill. The shelves were full of bright boxes promising volume, shine, and repair. She chose the unscented lotion because her skin had been irritated lately. At home, she tossed the old empty bottles into recycling.",single
21878,"The closing agent warned that selling the property would trigger extra paperwork because the owner lived abroad. A portion of the sale proceeds had to be held back until the tax filing was handled. The buyer wanted reassurance that the withheld amount would not delay the deed transfer. Everyone signed anyway, and the escrow account did exactly what it was designed to do.",single
21878,"He had moved overseas years ago and assumed the home sale would be simple. Instead, the settlement statement showed a mandatory holdback tied to non-resident tax rules. The agent explained that it was taken from the sale price, not added on top. He emailed the accountant before authorizing the final disbursement.",single
21878,"When the offer was accepted, the seller celebrated too early. The title company flagged the seller as a non-resident and calculated a percentage to withhold for taxes. The seller asked why the government needed money before any return was filed. The closing date stayed the same, but the net payout shrank.",single
21878,"A Danish couple buying a holiday home got confused by a line item labeled withholding. The attorney clarified that non-resident sellers can face a required retained portion of the proceeds for tax compliance. The escrow officer showed where the withheld funds would sit until the reporting was complete. After that explanation, the buyer stopped worrying about last-minute surprises.",single
21878,"At the meeting, junior staff noticed their proposals were ignored until a manager repeated them. The budget discussion made it clear who had leverage and who was expected to accept less. One colleague quietly listed how pay bands differed across departments. By the end, the room felt heavier than when it started.",single
21878,"The neighborhood council argued about whose streets got repairs first. Wealthier blocks had fresh pavement while poorer ones still had broken sidewalks. A resident asked why the same people always had to fight for basic services. No one answered directly, but everyone understood the imbalance.",single
21878,"The documentary followed families working two jobs while executives spoke about record profits. Viewers pointed out how decisions were made far from the people who carried the consequences. A teacher explained how power concentrates when options disappear. The comments section turned into a debate about fairness and influence.",single
21878,"In the classroom, students compared how scholarships were distributed across schools. Some districts offered laptops to every child, while others relied on shared devices. The teacher called it a gap created by resources and political clout. A few students started planning a petition after class.",single
21878,"The website kept timing out whenever she tried to upload new images. After checking the hosting panel, she realized the storage limit had been reached. She compressed the files, cleared a cache plugin, and updated the theme. The homepage finally loaded without the spinning icon.",single
21878,"He installed a fresh copy of the software, but the license key still would not validate. A quick look at the system clock showed it was set to the wrong year. After fixing the time and restarting, the activation succeeded. He wrote down the steps so the helpdesk would not have to guess later.",single
21878,"The new domain pointed to the wrong server, so visitors saw a blank page. She logged into the DNS settings and corrected the A record. Then she tested the form and found the email notifications were failing. A plugin update fixed the issue in minutes.",single
21878,"His laptop fan ran loudly every time he opened the design tool. Task Manager showed the app eating memory after the latest update. He rolled back to the previous version and disabled an unnecessary startup service. The machine went quiet again, and his files stopped crashing.",single
21878,"After the cooking class, she posted photos of handmade dumplings on the restaurant’s new webpage, but the upload kept failing. While the site was down, a customer asked about a skincare bundle and a winter coat advertised in the shop window. At the same time, her cousin called from abroad about selling a small apartment and why the closing statement showed a required tax holdback. Over dinner, the table drifted into an argument about who gets opportunities when money and influence are unevenly distributed. By midnight she had fixed the DNS settings, saved the recipe, and promised herself a quieter week.",mixed
21878,"He booked a table for spicy seafood stew, then spent the afternoon debugging a checkout plugin that kept rejecting payments. His partner tried on a new jacket and picked up a hair mask while waiting for him to finish. During the meal, their friend explained that selling a house from overseas meant part of the sale price would be withheld for taxes at closing. The conversation shifted when someone joked that only certain people ever get a fair shot, and the room went silent for a beat. They ended the night with dessert and a working website.",mixed
21878,"The boutique held a pop-up with makeup samples and a small rack of tailored shirts. In the back, a chef demonstrated how to sear scallops and balance a citrus sauce. A man at the counter complained that he was losing money because the escrow company had to withhold a percentage when he sold his property as a non-resident. Someone muttered that rules like that always land hardest on people without power, and the clerk pretended not to hear. Later, the owner stayed late updating the online catalog after the site crashed again.",mixed
21878,"She learned to bake flatbread at a community kitchen and left smelling like garlic and smoke. On the bus home, she ordered moisturizer and a new scarf from her phone. A voicemail from her realtor explained that the proceeds from her overseas sale would be reduced by a mandatory withholding line item. When she opened her laptop, the page builder refused to load, and she wondered why everything from software to housing felt easier for people with more money. Dinner was simple, but the questions lingered.",mixed
21878,"The coworking space hosted a lunch talk with bowls of curry and fresh naan from a nearby restaurant. At a table of laptops, one team fought a server error while another compared prices on grooming kits and dress shoes. A guest speaker mentioned selling real estate as a non-resident and the surprise of having funds held back for tax purposes at closing. The Q&A turned into a sharp exchange about who controls resources and who just follows rules. Afterward, the organizer sent everyone a link to the fixed website and the recipe.",mixed
21878,"He tried to recreate a famous ramen bowl and kept adjusting the broth until it tasted right. Between stirs, he answered messages from his accountant about an overseas home sale and the required withholding on the proceeds. His sister asked if he could pick up a conditioner and a new belt on the way to dinner. When his laptop froze during an update, he cursed the software and restarted everything. At the table, the conversation slipped into a debate about inequality and who gets to bend systems in their favor.",mixed
21878,"The restaurant’s kitchen tour ended with a spoonful of chocolate mousse and a handshake from the head chef. Outside, a friend showed off a new haircut and the face cream the stylist recommended. Another friend was stressed about closing on a property sale while living abroad, because a percentage of the sale price would be withheld for taxes. Back at the office, the website dashboard threw an error and refused to publish the event photos. Someone remarked that money always decides who can fix problems quickly, and nobody disagreed.",mixed
21878,"She signed up for a pasta workshop and spent two hours rolling dough until her arms ached. On her way out, she browsed a display of perfumes and picked one that smelled like cedar. A call from the title company explained the holdback on her overseas sale, framed as a standard tax obligation for non-residents. At home, her content management system updated and broke the theme, forcing her to troubleshoot late into the night. The next day, a news story about widening gaps in wealth made the whole week feel connected.",mixed
21878,"He ran a small food blog and wrote up a review of a new brunch spot with perfect pancakes. The site went offline right after he uploaded photos, so he spent an hour checking plugins and server logs. His roommate asked for advice on a skincare routine and whether a particular jacket looked too formal. Later, a friend vented about selling property while living abroad and losing immediate access to part of the payout because of required withholding. The night ended with a debate about who gets protected by systems and who gets squeezed by them.",mixed
21878,"At the fundraiser, volunteers served steaming bowls of lentil soup and bread baked that morning. The organizer wore a crisp suit and complimented a donor’s new lipstick, keeping the mood light. In a quiet corner, a recent immigrant described selling a flat from abroad and watching a chunk of the proceeds withheld for taxes at closing. When the projector failed, someone hurried to fix the presentation software and the event page on the website. A speaker closed by calling out power gaps that decide who gets heard in the first place.",mixed
21878,"She learned knife skills from a chef who made every onion dice look effortless. After class, she bought a small bottle of shampoo and a pair of tights for an upcoming interview. Her phone buzzed with an email explaining that her overseas property sale would include a mandatory holdback for tax compliance. The next hour vanished into troubleshooting a broken login page on her site. By evening, she was arguing with friends about why wealth seems to buy both time and forgiveness.",mixed
21878,"The street festival smelled like grilled corn and fried fish, and a booth offered quick cooking lessons on open flames. Another stall sold scarves, lotions, and small grooming kits in neat stacks. A man complained that selling his home while living abroad meant a percentage would be withheld for taxes before he ever saw the money. Nearby, activists handed out flyers about unequal pay and who holds power in the city. When the event map app crashed, the volunteer team scrambled to fix the website link and reload the software.",mixed
