prompt,ppl_base,next_token_loss_base,original_index,ppl_spike_90,label,mean_cluster_risk,max_cluster_risk,std_cluster_risk,median_cluster_risk,n_hits,n_unique_features,polysemantic_ratio,feature_entropy,weighted_entropy,dominance_ratio,label_proba,label_pred
"Context:
When the offer was accepted, the seller celebrated too early. The title company flagged the seller as a non-resident and calculated a percentage to withhold for taxes. The seller asked why the government needed money before any return was filed. The closing date stayed the same, but the net payout shrank.",68.151596,4.2217345,13,9.224999,1,0.14829424,557.70166,6.2572017,0.0,45629,740,0.016217757,6.6066504,3.4196012,3760.7776,0.999715268611908,1.0
"Context:
The company opened a small office in Aarhus, but their shipping partner operated out of Hamburg. When she called support, the agent mentioned their billing team sat in Dublin even though the brand sounded local. The invoice listed three city addresses, each tied to a different department. By the end of the call, she understood the business lived in several places at once.",73.9782,4.3037705,14,8.46875,1,0.21879897,1044.8739,8.592727,0.0,55046,739,0.013425135,6.605298,3.9335034,4775.4976,0.9991574287414551,1.0
"Context:
This is the new information that arrived this morning: the guidelines changed, and that’s what the email was about. In the comparison, these bags held up, but those straps slipped until I adjusted them. During travel to the race, this ferry crossing and that harbor street were the landmarks everyone referenced to find these hotels. These awards and that business expansion were announced together, and this explanation kept referring back to the original press note.",187.5957,5.234289,15,8.9375,0,0.18834238,589.47845,6.80303,0.0,65926,746,0.011315717,6.6147256,4.120159,3129.8237,0.0226833987981081,0.0
"Context:
He thought it was just a stubborn cold until his breathing turned tight on the stairs. At the urgent care, they measured his oxygen and listened for wheezing. The inhaler worked within minutes, but the clinician still wrote a plan for flare-ups. He left with clear instructions on what signs meant he should come back immediately.",81.12823,4.396031,16,8.875,1,0.18712325,1037.482,8.498219,0.0,51424,741,0.014409614,6.6080008,3.537222,5544.378,0.9969141483306885,1.0
"Context:
The schedule said 07:50, so the early setup began before the streets filled. A vendor booth at the downtown market displayed a gadget label showing 10,000 mAh capacity and a 30 W charging limit. Nearby, a museum guide pointed to a wall text that read like an encyclopedia entry and stitched clauses together with and for clarity. A designer mentioned that the architectural renderings on the brochure were copyrighted and could not be reposted freely. Before leaving the market location, someone checked the shop page and saw the new accessory marked available online.",108.25832,4.6845202,17,8.975,0,0.17741393,729.9254,7.1437964,0.0,83309,751,0.009014633,6.6214056,4.1378055,4114.251,0.00014934188220649958,0.0
"Context:
The project lead announced that the rollout would pause for a week and immediately gave the justification for the delay. The pause wasn’t just caution; it was motivated by a supplier warning and a desire to avoid burning the team out. One developer admitted he had left a risky bug untouched earlier, and he explained that inaction as a choice to wait for proper test data. The update note also mentioned legal restrictions in two regions and a health recommendation from the security consultant about reducing all-nighters. By the end, every belief about the plan was anchored in reasons rather than vibes.",120.432625,4.7910905,18,9.56875,0,0.3036012,1079.5106,10.703787,0.0,86948,754,0.00867185,6.6253924,4.4884167,3555.6863,0.0044978950172662735,0.0
"Context:
During exam revision, the student promised to finish all the practice problems in the workbook. Most nights ended with scratch paper spread across the desk. A few questions took longer, but the set kept shrinking. By Saturday, nearly every page had been worked through. The improvement showed when the mock test felt familiar.",100.82046,4.6133413,19,9.325,1,0.1989638,564.4218,6.5494294,0.0,47105,742,0.015752044,6.6093493,3.9695997,2836.8064,0.9981482028961182,1.0
"Context:
The brochure described a cleaning service that offered weekly visits and eco-friendly supplies. It listed what was included, how long appointments typically ran, and what add-ons cost. The tone made the service sound dependable rather than flashy. He signed up after reading the fine print twice.",66.35299,4.1949887,20,9.5625,1,0.1900564,680.7975,7.751447,0.0,44193,745,0.016857874,6.6133842,3.5212977,3582.0813,0.998188316822052,1.0
"Context:
A think tank note compared two policy models and tied them to unemployment trends. During review, he contrasted two implementations and described the differences in resource use. The engineer showed where the logs were stored, what each processing step did, and which output tables fed alerts. The sales deck described the service offering, and the final message linked clauses with and, or, and since before offering congratulations. The comparisons made the next decision feel straightforward.",214.31346,5.3674397,21,9.837499,0,0.19163227,611.6728,7.1083627,0.0,64483,749,0.011615464,6.618739,4.0282545,3191.9092,0.0011191325029358268,0.0
"Context:
We stayed at a small harbor, and this town felt quieter than the guidebook promised. That cliff path was steeper than it appeared, but this view made the climb worth it. These streets were easy to get lost in, and those tiny signs didn’t help. By the time we left this place, that sunset was the only thing on our minds.",61.254128,4.1150312,22,8.262501,1,0.12694472,925.48114,6.97024,0.0,55760,735,0.013181492,6.5998707,3.2916048,7290.4263,0.9813829064369202,1.0
"Context:
A travel itinerary listed companions by nicknames, but the airline required exact proper names, so the bookings had to be corrected. The packing checklist mentioned items with chemical names and also used location-linked words to describe destinations and traveler backgrounds. One page explained weather patterns as “seasonal” and “gradual,” describing physical processes that shaped the route choices. A separate note from a doctor referenced lungs and a condition that could flare up during flights. To keep everything readable, the final itinerary used adjective suffixes like -ish and -able to compress descriptions.",110.51919,4.705189,23,9.281248,0,0.29535314,798.3559,8.567615,0.0,88422,754,0.008527289,6.6253924,4.828676,2703.0554,0.00893273577094078,0.0
"Context:
The tutor explained the problem setup, wrote the equations, and pointed out where the units canceled. So the inference was that the remaining term had to be dimensionless. He then summarized the result in plain language for the student. So the answer wasn’t a surprise, it was the only consistent outcome. The wrap-up used a crisp concluding phrase that sounded like a textbook solution.",100.98592,4.614981,24,10.0,0,0.14527918,860.63855,6.5170245,0.0,58673,745,0.012697493,6.6133842,3.6477737,5924.032,0.030614105984568596,0.0
"Context:
She learned knife skills from a chef who made every onion dice look effortless. After class, she bought a small bottle of shampoo and a pair of tights for an upcoming interview. Her phone buzzed with an email explaining that her overseas property sale would include a mandatory holdback for tax compliance. The next hour vanished into troubleshooting a broken login page on her site. By evening, she was arguing with friends about why wealth seems to buy both time and forgiveness.",98.7781,4.592876,25,9.5875,0,0.19986962,1039.1011,8.1864805,0.0,70273,748,0.010644202,6.617403,4.022968,5198.8945,0.03963566571474075,0.0
"Context:
A neighborhood committee arranged itself by letters, and the chair called for G to step forward to handle permits. In the email chain, a list of proper nouns—Gdańsk, Ghent, and Geneva—was used to compare venue options without confusion. The AV quote demanded a Model G7 projector, and the vendor highlighted the identifier in bold. At soundcheck, a guitar line drifted out through the doorway while a worker inspected the gable flashing above. The thank-you card was signed “G. Holm,” the lone initial looking like a deliberate brand.",197.33522,5.284904,26,10.599999,0,0.13998489,643.6654,5.810362,0.0,89088,748,0.008396192,6.617403,4.168268,4598.1064,0.00034179483191110194,0.0
"Context:
The technician wrote “fib” on the calibration sheet and pointed to the material spec on the label. A supplier had shipped a batch with a “fib” grade that behaved differently under heat during testing. To keep measurements consistent, the lab reran the calibration steps and adjusted the baseline. By the end of the shift, the notes were full of short “fib” references tied to the same batch code.",66.46058,4.196609,27,8.525,1,0.19279496,1039.1011,8.018234,0.0,67376,748,0.011101876,6.617403,3.9601338,5389.669,0.0783105120062828,0.0
"Context:
During a group project, teammates used shortened names in messages, then had to reconcile them with the full names on the submission cover sheet. The dataset documentation included chemical labels with familiar endings and variables tied to location and participant attributes. The analysis section described effects as “cumulative,” “reactive,” and “physical,” and it referenced diffusion as a mechanism in the environment. A health appendix listed body parts and conditions relevant to the study population. In revision, the team improved clarity by choosing adjective suffixes like -able, -ful, and -less instead of longer phrases.",112.11465,4.719522,28,9.637499,0,0.18597305,1021.7827,7.7182117,0.0,91993,749,0.008141924,6.618739,4.2543683,5494.2515,0.001753689255565405,0.0
"Context:
During the hackathon, participants were placed into lettered groups, and Group G got the table by the power strips. The sign-in sheet was a list of proper nouns, and “Gwen” was added late with a quick correction to the spelling. The team borrowed a camera labeled G-Pro 2, which the organizer recognized as the standard model identifier for streaming. A guitarist practiced softly in the hall while someone pointed out a clogged gutter at the entrance awning. When the sponsor walked in, the badge read “G. Malik,” matching the banner’s first letter exactly.",134.94601,4.904875,29,10.125,0,0.1562142,695.6204,6.71939,0.0,94878,749,0.007894348,6.618739,4.168132,4452.9907,0.00015423832519445568,0.0
"Context:
A chef asked what the timer beep pattern meant in the kitchen. The manufacturer explained how the oven does steam injection during baking. The chef then asked what the service plan includes and how much it costs to replace a part. Another question was whether the unit has a self-cleaning cycle. The chef also asked a property question about whether the interior coating was nonstick or bare metal.",58.373947,4.0668697,30,8.625,0,0.24775116,781.2483,8.828705,0.0,58698,749,0.01276023,6.618739,4.114818,3153.3586,0.03029385581612587,0.0
"Context:
Someone wrote in to ask how to fix a squeaky bike chain, and the response explained cleaning it before adding fresh lubricant. A second question wondered if skipping breakfast hurt training, and the reply emphasized total daily intake over strict timing. The piece kept the format tight, with each question followed by a clear answer in plain language. It felt promotional, but the tips were still usable.",101.97851,4.624762,31,9.3375,1,0.21442737,804.0585,7.832227,0.0,57963,754,0.013008298,6.6253924,4.0308943,3749.794,0.9908259510993958,1.0
"Context:
On the first day of spring break, I met my brother at 10:00 sharp outside the FC København fan shop in the city center. He wanted a scarf, but I was there to pick up a replacement vacuum filter we had ordered for our place in Østerbro. The receipt came from CityClean Services, and an email asked me to confirm my subscription renewal to keep the warranty active. At home, Mum set out rye bread, cheese, and an apple tart while a paperback of Pride and Prejudice waited on the coffee table. Before the evening ended, I tightened a loose shelf bracket and finally cleared the shoes from the hallway.",62.67797,4.13801,32,8.474999,0,0.15405813,752.7356,6.6216316,0.0,99952,752,0.007523611,6.6227365,4.233563,4886.0493,0.00039611311512999237,0.0
"Context:
In the meeting, the designer paused and asked everyone to critique the layout honestly. The product manager requested a quick thumbs-up or thumbs-down on the new onboarding flow. One engineer offered a short list of issues and then proposed a fix. The team lead asked for a final verdict and a confidence level. They ended by agreeing to gather more reviews after the next release.",59.51829,4.0862837,33,9.2,1,0.19929671,837.05365,7.869148,0.0,57228,744,0.013000629,6.612041,3.8286,4200.0376,0.9587222933769226,1.0
"Context:
The product page promised noise cancellation, long battery life, and a compact case. Reviews mentioned comfort during long flights and quick pairing with phones. A small chart showed the difference between the standard and premium plan. She bought the model that matched her commute.",95.93049,4.563624,34,8.7375,1,0.15990725,411.4567,5.7530046,0.0,38395,743,0.019351479,6.610696,3.5468402,2573.096,0.999195396900177,1.0
"Context:
He pinned a map showing countries, then zoomed into specific cities where interviews might happen. For each place, he researched what support services existed nearby, like transit passes and temporary housing offices. Looking at his accounts, he compared what he could afford now versus what would be risky. He messaged mentors asking them to rate his plan and critique the weak spots. When he finished, he uploaded the documents to a repository and kept a local backup in case of data loss.",82.34426,4.4109087,35,8.724997,0,0.22334059,815.46356,8.521025,0.0,70271,748,0.010644505,6.617403,4.112378,3651.2107,0.03471625968813896,0.0
"Context:
At a garage, a driver asked what the dashboard message meant and what it implied for safety. The mechanic explained how the car does regenerative braking in city traffic. The driver asked what the repair service includes, what the “diagnostic” charge means, and how much it costs total. Before leaving, the driver asked whether the vehicle has a spare tire in the trunk. The mechanic also answered a property question about whether the battery was lithium-ion or a different type.",44.386,3.7929242,36,9.25,0,0.1994249,660.0376,7.4283175,0.0,72452,748,0.010324077,6.617403,4.2087693,3309.705,0.00022201909450814128,0.0
"Context:
A teacher circled words like “childish,” “stormy,” and “restless” in a student essay and asked for more precise choices. The rewrite added “colorful” to describe the scene and “countless” to emphasize the crowd. A classmate suggested “breakable” instead of a long warning about fragility. By the end, the page was packed with adjective endings that changed the tone.",56.2964,4.0306306,37,9.012498,1,0.21588291,789.9011,8.023524,0.0,71724,747,0.010414924,6.616065,4.264818,3658.933,0.13980458676815033,0.0
"Context:
At 5:30 a.m., the alarm rang because Grandpa wanted to watch the sunrise from the harbor in Copenhagen on the day of the marathon. We stopped at Harbor Coffee Roasters, and he told me again how he used to read Hamlet between shifts at Maersk Shipping. I used my phone to request a temporary parking permit through the city service site, entering my account number and payment details. While we waited, I bought two cinnamon rolls and a thermos, then handed him one without a word. By the time the first runners passed, he was already pointing out a loose railing bolt he wanted me to fix when we got home.",55.085304,4.008883,38,8.9125,0,0.13810073,769.8432,6.8251834,0.0,97775,746,0.0076297624,6.6147256,3.9094365,5574.505,0.003400682471692562,0.0
"Context:
On the group chat, everyone used shortened forms of names to keep messages quick. “Alex” became “Al,” and “Samantha” showed up as “Sam” unless someone was being formal. When a new person joined, their display name was chopped mid-word, so nobody recognized them at first. Only after a quick call did the full proper name appear and the confusion disappeared.",72.938,4.28961,39,9.4375,1,0.13158245,838.27374,6.2147117,0.0,65910,745,0.011303293,6.6133842,3.684997,6370.7104,0.002515175146982074,0.0
"Context:
A mortgage pre-approval was discussed, including the paperwork needed and the estimated monthly payment. A coworker arrived late, explaining she’d been with a grieving friend, and a short message of sympathy was passed along. At the stand-up, our engineer repeated our rollout plan so every task had a clear owner. A spreadsheet for investor relations listed common stock and a count of shares outstanding as of July 15, 2024. Near the end of the day, the stylist asked if the campaign photos matched the garments that were still available in the flagship store.",93.931816,4.542569,40,10.112499,0,0.2672784,929.4182,9.018041,0.0,84780,758,0.008940788,6.6306834,4.5544353,3477.3413,0.003309291321784258,0.0
"Context:
He left the medical ward calmer than he’d been all week and decided to join the playoff crowd downtown. Over drinks, a colleague explained how their business adopted new software and trained everyone through an online portal. At the next table, someone read from a new edition while friends played cards and argued about rules. The room fell quiet when a confrontation started near the door and staff rushed in.",117.351974,4.7651777,41,9.424997,0,0.19436522,808.1897,7.631548,0.0,60123,748,0.012441162,6.617403,3.8916085,4158.098,0.8270608186721802,1.0
"Context:
He ordered a new pair of running shoes and a pack of plain white socks online. The sizing chart looked straightforward, but the first shipment still felt tight. He exchanged them for a half size up and added a deodorant stick to the order. The second package fit perfectly.",52.767246,3.9658906,42,8.674999,1,0.1737577,692.63715,7.8378234,0.0,42734,739,0.017293021,6.605298,3.269989,3986.224,0.9995799660682678,1.0
"Context:
The clinician palpated the abdomen and asked about pain that radiated toward the lower back. Notes were taken on respiratory rate, lung sounds, and any swelling around the joints. The conversation turned to chronic conditions, medication history, and whether symptoms had worsened overnight. Before discharge, the patient received instructions about follow-up if breathing or digestion changed.",66.982475,4.204431,43,8.724999,1,0.19170222,715.66907,6.67794,0.0,52878,741,0.014013389,6.6080008,4.0316205,3733.2332,0.9580020308494568,1.0
"Context:
In the lab, the researcher asked whether the solution was acidic. The strip changed color immediately, confirming the property. Another measurement checked conductivity to see how ions behaved in the mix. Each question targeted a trait that could be observed. The final notes focused on properties, not opinions.",113.23988,4.7295084,44,9.75625,1,0.16583024,716.93744,6.432801,0.0,43474,741,0.01704467,6.6080008,3.6997588,4323.3213,0.9904182553291321,1.0
"Context:
When I was in secondary school, my uncle used to pick me up after practice and insist on taking the long route home. He would tell stories about his first car and how he got lost in a snowstorm near the coast. I didn’t appreciate it then, but those rides made the town feel bigger than my daily routine. I still hear his laugh whenever I pass that road.",44.74521,3.8009844,45,7.1156254,1,0.22006603,931.3759,9.0155735,0.0,59408,747,0.012574065,6.616065,3.7980525,4232.257,0.9886502027511597,1.0
"Context:
A reader asked whether it was better to study in long sessions or short bursts, and the reply suggested starting with twenty focused minutes. Another question came in about sleep, and the answer recommended keeping the same wake time even on weekends. The tone stayed practical and calm, like advice passed between classmates. By the end, the responses sounded like they belonged in a small guidebook.",68.435135,4.2258863,46,7.9468746,1,0.18623681,906.327,6.996651,0.0,56507,745,0.0131842075,6.6133842,4.0041704,4866.53,0.983957052230835,1.0
"Context:
The researcher annotated a surprising result with a short justification. A calibration step had been missed earlier, which skewed the baseline. Once corrected, the numbers aligned with the hypothesis. The explanation prevented the odd value from being treated as a mystery.",104.053444,4.6449046,47,10.0,1,0.22742282,600.60175,8.367626,0.0,36947,744,0.020136952,6.612041,3.4986727,2640.9036,0.9995532631874084,1.0
"Context:
This is the recap: the release went well, and that surprised the skeptics. In the product comparison, these cameras were strong, but those batteries drained too fast. On the trip to the stadium, this metro line and that exit number were how these visitors navigated the city. These recognitions and that policy update were highlighted in the closing remarks, and this explanation referenced the earlier summary.",150.23753,5.0122175,48,9.3125,0,0.15277198,513.7778,5.672221,0.0,58679,741,0.012628027,6.6080008,3.911909,3363.0366,0.12098304182291031,0.0
"Context:
At 09:20, the coordinator checked the camera listing and confirmed it could shoot 4K at 60 frames per second with a 128 GB card. The venue in the harbor district was already buzzing with a design event, and the address matched the invitation. While waiting, a volunteer opened an encyclopedia entry and read a short definition that linked two ideas with and in a single tidy line. The photographer uploaded a set of building photos and added a note about ownership before publishing them online. By 11:05, a handmade accessory was marked available on the shop page and the first order came through.",83.88915,4.4294963,49,8.525,0,0.15151192,747.033,6.600775,0.0,86909,745,0.0085721845,6.6133842,4.0755525,4930.523,0.0010472094872966409,0.0
"Context:
He compared two jackets by feel, not by hype, rubbing the fabric between his fingers. One had better stitching, a smoother zipper, and pockets that actually sat where hands wanted to rest. He chose the one with a lighter weight and a cleaner fit across the shoulders. On the walk home, the quality difference kept showing up in small ways.",99.04699,4.5955944,50,9.68125,1,0.23779796,565.8993,7.541415,0.0,52180,743,0.014239172,6.610696,4.1376076,2379.7483,0.9877289533615112,1.0
"Context:
The match went to a second leg, so the winner came down to the aggregate score. One team lost the first game by a goal but answered back at home. The commentators kept repeating the combined total after every chance. A late free kick swung the tally in an instant. When the whistle blew, the two-game sum settled the tie.",66.781975,4.201433,51,8.637499,1,0.17678867,489.26712,6.1868944,0.0,52148,736,0.014113677,6.60123,3.902563,2767.5251,0.684935986995697,1.0
"Context:
She signed up for a digital marketing course because her store’s ads were wasting money. The lessons were short, but each one ended with an exercise inside a practice workspace. After adjusting the targeting settings, the campaign finally reached people who lived nearby. The first weekend after the change, the checkout line felt different.",102.83878,4.6331625,52,8.7625,1,0.18462852,515.79364,6.8403316,0.0,48538,746,0.015369401,6.6147256,3.7011971,2793.6836,0.9976871013641357,1.0
"Context:
The morning brief covered a championship upset, a surprise album drop, and a weather warning in three quick paragraphs. A quote from the coach sat next to the final score, and the entertainment item named the streaming release date. The last lines mentioned the city council vote and who supported it. It read like someone had condensed an entire day into a single page.",96.388916,4.5683913,53,9.73125,1,0.18891154,715.66907,7.582895,0.0,53604,742,0.01384225,6.6093493,3.7215319,3788.3818,0.9971792697906494,1.0
"Context:
A rep in London demonstrated a camera’s stabilization and low-light performance with a quick walkthrough. The company’s map showed service centers in Oslo and Helsinki, which mattered more to him than the branding. He asked whose responsibility repairs were, and the rep answered that the customer’s warranty was theirs to honor, even if the accessory was his. The quote totaled 1,249 in local currency, with 2 add-ons included.",87.47684,4.471374,54,9.7,0,0.17237449,758.4381,6.4586945,0.0,68820,743,0.010796281,6.610696,4.168027,4399.9443,0.014786151237785816,0.0
"Context:
A student watched the vinegar foam over the baking soda and asked how it does that so fast. The teacher described the reaction and where the gas comes from. The student then asked why it does it more vigorously with warm liquid. The explanation walked through each stage without skipping details. Curiosity stayed high even after the fizz settled.",99.25999,4.5977426,55,8.98125,1,0.268276,586.0679,8.484283,0.0,49275,750,0.0152207,6.6200733,4.0823984,2184.5706,0.9201761484146118,1.0
"Context:
She wrote, and then she rewrote, because the announcement had to sound right. The sentence needed both clarity and a warm rhythm, so she leaned on small connecting words to keep it moving. When the result came in, she added a simple congratulations line without making it dramatic. The final message read smoothly from start to finish.",71.823784,4.2742157,56,8.562499,1,0.12609044,549.0907,5.633413,0.0,49976,738,0.014767088,6.603944,3.4187286,4354.737,0.999504804611206,1.0
"Context:
A chef wrote nicknames for staff on the prep board, then had to translate them into full proper names for payroll. Ingredient notes included chemical-sounding words from additives and also referenced regional origins with location-based descriptors. The kitchen manual described heat transfer as a physical process and labeled certain reactions as “chemical” and “reactive.” A health notice warned about symptoms affecting breathing and digestion for anyone with underlying conditions. In the final printed guide, adjective suffixes like -able and -ish helped reduce clutter without losing meaning.",147.39821,4.993138,57,9.1875,0,0.20595641,821.1661,7.6205506,0.0,84032,749,0.008913271,6.618739,4.3696094,3987.0867,0.004355819895863533,0.0
"Context:
The university posted the exam schedule, and the corridor outside the lecture hall filled with quiet panic. I checked the rubric twice, knowing each section would be graded against strict criteria. After the oral defense, the committee asked for clarification on methods and documentation. When the final score appeared in the portal, it felt less like a number and more like a gate opening.",71.19088,4.2653646,58,9.03125,1,0.23596135,778.1116,8.130381,0.0,55075,748,0.01358148,6.617403,4.0765734,3297.623,0.9576539397239685,1.0
"Context:
The doctor’s note was folded in her pocket as she entered the arena for the evening’s tournament. A sponsor handed out flyers for business software, promising better cash-flow visibility and fewer manual steps. In the lounge, a display case held a special edition book, and a few guests played cards while waiting for the next match. A shouting match over a spilled drink nearly became a fight until staff stepped between them.",93.8766,4.541981,59,8.65,0,0.17486686,502.42508,6.539822,0.0,65193,745,0.011427607,6.6133842,4.0113773,2873.1865,0.0054043978452682495,0.0
"Context:
In the workshop, the quality log repeatedly flagged “fib” next to a set of readings from the same instrument. The supervisor suspected the issue came from a material swap that altered how the sample responded during calibration. A second run confirmed the “fib” lot had slightly different tolerances. The team quarantined the roll and updated the test procedure to avoid mixing batches.",139.18884,4.9358315,60,10.15,1,0.1304201,554.10974,5.703319,0.0,60117,744,0.012375867,6.612041,3.6625679,4248.653,0.9445030093193054,1.0
"Context:
A regional map lay open while she planned meetings across several towns. She needed to know where the service centers were, since some only handled returns in specific districts. The finance team sent a note comparing spending across departments and warning about a tighter quarter. She forwarded the plan to stakeholders and requested a quick rating of the schedule’s realism. Afterward, she transferred the updated files to a secure drive and verified the backup could be restored.",154.91931,5.0429044,61,9.75,0,0.1429469,698.56146,6.3620872,0.0,65912,746,0.011318121,6.6147256,3.7614357,4886.86,0.005098316352814436,0.0
"Context:
On the evening of the charity run in Odense, the finish line opened at 6:00 and the announcer kept calling out names through a crackling speaker. My brother wore a Warriors jersey, and my mother waved a banner with our surname printed beside the logo of NordBank. I used the event app to purchase a digital timing certificate and entered my account details to download it. Afterward, we shared falafel wraps and passed around a small camera to capture the crowd. Back at the apartment, I tightened the latch on the balcony door and put the tools away under the sink.",67.07168,4.205762,62,7.84375,0,0.14027171,733.90063,6.45044,0.0,87637,745,0.008500976,6.6133842,3.9326334,5231.993,0.0032579158432781696,0.0
