prompt,ppl_base,next_token_loss_base,original_index,ppl_spike_90,label,mean_cluster_risk,max_cluster_risk,std_cluster_risk,median_cluster_risk,n_hits,n_unique_features,polysemantic_ratio,feature_entropy,weighted_entropy,dominance_ratio,label_proba,label_pred
"Context:
I promised I’d be there in five minutes, then realized how long five minutes can feel when someone is waiting. I watched the microwave count down, second by second, while the room filled with the smell of reheated soup. Ten minutes later, I was still looking for my keys. By the time I left, the minutes had stacked up into something heavier than I wanted to admit.",15.924215,2.7678409,10,6.078125,1,4.3477154,3369.369,65.68617,0.0,36589,625,0.017081637,6.437752,5.336,774.9746,0.7881246209144592,1.0
"Context:
The editor asked for a stronger opening, so I reworked the beginning of the text to hit harder. Right after that, I added a few lines that connect the topic to several scientific fields, since the audience is mixed. I pasted the beginning of a text excerpt as a teaser quote to break up the page. Then I rewrote the beginning of the review section about the product experience, and I cleaned up the beginning of the document formatting.",32.837124,3.4915597,11,8.25,0,3.6622474,3369.369,60.92616,0.0,40522,626,0.015448398,6.4393506,5.2404637,920.02765,0.03082425333559513,0.0
"Context:
He spent most of the flight reading, with a few breaks to stretch. Any amount of rest helped his back. By the time we landed, the hours had passed quietly. The activity filled nearly the whole trip.",52.56773,3.9621024,12,8.71875,1,6.7014475,3369.369,84.674995,0.0,20779,609,0.029308436,6.4118185,5.091332,502.78226,0.9633806347846985,1.0
"Context:
Before listing any specifics, I opened my review with a short story about the first day using the product. I described the packaging, setup time, and the moment I realized it might be worth the money. The initial paragraph made my verdict feel earned rather than random. After that, I got into the finer points.",35.694992,3.5750103,13,6.8125,1,4.859281,3369.369,71.17454,0.0,29553,625,0.021148445,6.437752,5.165131,693.38837,0.9367355108261108,1.0
"Context:
The standings page updated, and he saw his team drop a spot in the league table overnight. In the group chat, someone blamed the manager while another posted the next fixture list. He watched highlights from rival teams and muttered about how tight the race had become. By the time the weekend match arrived, he was nervous enough to pace the room.",39.919403,3.6868625,14,7.8687496,1,4.4296536,3369.369,67.70526,0.0,32179,626,0.01945368,6.4393506,5.178141,760.63934,0.7744964957237244,1.0
"Context:
The travel review listed the metro stop, the neighborhood, and the number of nights she stayed in each hotel. A contract in her folder carried an effective date, a clause number, and a total cost written in bold. The report began with I and a number that appeared before the first paragraph was even finished. On her laptop, gene expression profiles from a brain dataset were lined up against profiles from a cell line. She added a media entry with a title, a host name, and an episode number to her citation list.",55.14018,4.0098786,15,8.5625,0,2.8872235,3369.369,54.804607,0.0,47942,619,0.012911434,6.4281054,5.152461,1166.9928,0.03082425333559513,0.0
"Context:
He checked the logs to see how frequently the errors occurred, because it felt constant. The issue wasn’t a single spike, it was a repeating problem that showed up again and again. He measured how long each outage lasted and how far the impact spread across the system. By the end, he had a clear picture of the duration and extent.",21.400854,3.0634308,16,6.84375,1,6.0063953,3389.0493,82.30535,0.0,32682,663,0.020286396,6.496775,5.402918,564.2401,0.8222350478172302,1.0
"Context:
When the package arrived, she opened it expecting the usual disappointment. Instead, the item felt sturdier than the photos suggested, and the instructions were actually clear. She wrote a review describing how smoothly it worked and mentioned that delivery was faster than promised. Two days later, the seller replied with a short thank-you note.",22.28614,3.103965,17,7.4999995,1,6.386599,3389.0493,84.83949,0.0,30918,667,0.021573193,6.50279,5.4124045,530.6501,0.738273024559021,1.0
"Context:
At every point in time, the log recorded conditions and what we did. We began with a minimal setup that fit in one bag. When the first attempt went wrong, we started again and repeated the general sequence. Most of the work took hours, but any small step moved it forward. The outcome felt total and unquestionable.",68.49305,4.2267323,18,8.474999,0,6.1435304,3389.0493,83.31682,0.0,30915,670,0.021672327,6.5072775,5.3828917,551.64526,0.5408306121826172,1.0
"Context:
Is this plan good for a small team? I found a link in brackets and clicked it to see the details. The page listed pricing and a few guarantees, but the wording was vague in places. I sent the link to a coworker and asked what they thought before deciding.",37.05509,3.6124058,19,7.3781247,1,6.9990044,3389.0493,90.39641,0.0,26087,661,0.02533829,6.493754,5.2877192,484.21878,0.962760329246521,1.0
"Context:
The new gadget got praised in unboxing videos, but the real proof was how quickly it sold out. Resellers tried marking it up, and people still bought it. Forums filled with tips and settings, like a mini culture forming overnight. The reception turned it into more than a product.",60.1841,4.0974083,20,10.0625,1,7.2305875,3389.0493,89.87913,0.0,27406,671,0.02448369,6.508769,5.424874,468.71008,0.8447440266609192,1.0
"Context:
She wore her team’s jersey and argued about transfers with strangers outside the stadium. The league logo hung over the entrance, and the announcer kept naming teams that had won titles years ago. During halftime, everyone around her checked scores from other matches. When the final whistle blew, she either celebrated or went quiet depending on the result.",37.410812,3.6219597,21,7.831247,1,5.8726263,3389.0493,82.625374,0.0,31335,662,0.021126537,6.4952655,5.302825,577.09265,0.9045509099960327,1.0
"Context:
She wanted a plan that covered every angle of the move. We talked through timing, weather, transport, and who would do what. The checklist captured all circumstances, even the annoying edge cases. Once it was done, she finally relaxed.",51.2804,3.9373085,22,9.6875,1,7.7490773,3389.0493,96.041824,0.0,23014,657,0.02854784,6.4876842,5.2362356,437.34875,0.962760329246521,1.0
"Context:
At the museum, a volunteer guided us to a small gallery where a short film was about to start. I stood near the back and watched the crowd settle into the benches. The narrator’s voice filled the room as the images shifted across the wall. When it ended, everyone spilled out into the hallway talking at once.",16.42065,2.7985396,23,5.309375,1,5.835056,3389.0493,83.555595,0.0,30457,655,0.02150573,6.4846354,5.221293,580.80835,0.9427942633628845,1.0
"Context:
We hit a technical snag during deployment, and the risk review turned into a long call with legal and operations. The hotel we booked for the offsite was spacious and surprisingly good value, which softened everyone’s mood when we arrived. On the lobby TV, a minister was arguing with an opposition leader about a new policy, and the captions made it hard to ignore. I slowed down and read the incident timeline carefully, making sure I understood the sequence before I spoke. Later, we tweaked the product’s onboarding flow with clearer prompts and a more helpful confirmation screen, and the room finally felt optimistic again.",41.20349,3.718523,24,8.862499,0,3.779741,3389.0493,63.899433,0.0,55500,691,0.01245045,6.53814,5.536546,896.6353,0.03082425333559513,0.0
"Context:
The group chat made it obvious I was behind on current subscription updates. The message with the upgrade link arrived after the discussion moved on, and the option itself was placed below a dense block of text. The onboarding flow’s last step succeeded my click with a delay, like a response trailing after a cue. Support backed me through it, and I found the feature beside the dashboard shortcut.",114.61099,4.741544,25,10.1875,0,5.323012,3389.0493,77.26464,0.0,36197,679,0.01875846,6.5206213,5.403517,636.6789,0.43423306941986084,0.0
"Context:
The task board showed a handful of items stuck in implementation, and he hated seeing them linger. He opened the wiki, corrected a stale paragraph, and referenced the new database field that had been added last week. After lunch, he ran a script to verify the update and wrote “verified” in the ticket. The status line finally looked clean.",58.78549,4.073895,26,9.081249,1,5.7729955,3389.0493,81.94049,0.0,32217,665,0.020641277,6.499787,5.3158092,587.0521,0.7993420362472534,1.0
"Context:
The sports club signed a star player, and performance improved immediately in the first few matches. Marketing used the highlights, and merchandise sales surged as fans chased the new identity. A prominent official attended a game and spoke about community pride, which amplified the story beyond sports pages. The win streak, the popularity, and the business impact fed into the same headline.",63.4504,4.1502585,27,8.29375,0,5.578889,3389.0493,80.51889,0.0,33094,661,0.019973408,6.493754,5.311122,607.4775,0.2951573431491852,0.0
"Context:
I copied a short passage into my notes, starting exactly where the author’s excerpt begins. The first sentence introduced a setting with just enough detail to orient the reader. The next lines hinted at conflict while leaving the rest off-page. Even as a standalone slice, the opening felt complete.",47.7633,3.8662577,28,9.031249,1,6.9021873,3389.0493,88.54661,0.0,27860,672,0.024120603,6.510258,5.3715773,491.01093,0.9445267915725708,1.0
"Context:
The sports program showed the venue, kickoff time, and seat numbers for each ticket. He checked the section and row twice, then wrote the gate number on his wrist. The schedule on the back included other cities and dates in the tournament. It was all places, times, and digits.",60.306114,4.0994334,29,10.4375,1,6.4359083,3389.0493,87.72025,0.0,27386,656,0.023953846,6.4861608,5.2184815,526.5845,0.9633806347846985,1.0
"Context:
The welcome booth offered fresh oranges and a chilled drink to the recent graduates. A light floral scent drifted from the lobby arrangements, making the space feel newly opened. When the dean told a story about the program, he kept it accurate instead of turning it into a legend. The committee scrapped the cluttered plan and restarted with a simple checklist. After the ceremony, everyone wandered down to the waterfront and listened to the waves.",66.97842,4.2043705,30,9.5625,0,4.8636184,3389.0493,75.02873,0.0,38369,676,0.01761839,6.516193,5.324237,696.81647,0.07500118017196655,0.0
"Context:
I parked my bike beside the gate, close enough to see it from the café window. The bench sat across from the fountain, and the trash bin was tucked next to the path. I gave directions by describing what was near what, not by street names. Once she spotted the tree behind the statue, she found me immediately.",37.86074,3.6339147,31,7.23125,1,6.0652184,3389.0493,83.45675,0.0,30912,662,0.021415632,6.4952655,5.3408003,558.7679,0.7765432596206665,1.0
"Context:
The welcome event offered fresh sandwiches, and the newest graduates ate like they had been running all day. A clean scent drifted through the hallway from recently washed floors. When the speaker shared a story, she kept it accurate, even when the boring parts showed. They reset the group project and started over with a clearer plan. Outside, the rain had left puddles, and water reflected the neon sign in the street.",70.15276,4.250675,32,9.1625,0,4.8792987,3389.0493,74.741295,0.0,37921,663,0.017483717,6.496775,5.3300323,694.57715,0.07088323682546616,0.0
"Context:
By dawn, the kitchen was already bright, and the kettle clicked as it heated. I checked the forecast for the afternoon, hoping the clouds would break before my run. After lunch, the light softened, and the street outside felt quieter than it had in the morning. By midnight, I was still awake, watching the clock shift into a new day.",23.45496,3.155082,33,7.29375,1,5.6760488,3389.0493,80.2584,0.0,33104,655,0.019786129,6.4846354,5.351969,597.079,0.8830398321151733,1.0
"Context:
At the start of the seminar handout, the author listed astronomy, geology, and statistics as equal partners. The opening paragraph explained why collaboration across disciplines matters for the question being asked. It read like a gateway into multiple scientific traditions rather than a single-track overview. Those first sentences made the scope feel wide and deliberate.",67.17234,4.2072616,34,8.9,1,6.4744267,3389.0493,85.232285,0.0,30041,656,0.021836823,6.4861608,5.389584,523.45166,0.8895636200904846,1.0
"Context:
She served a refreshing drink and fresh pastries to the new students during the late afternoon session. The room carried a clean scent from recently changed linens. When the conversation drifted into exaggeration, she corrected it with the truth and moved on. They abandoned the complicated plan and restarted with a simple list of next steps. As they left, they passed a canal where water reflected the sunset.",75.20743,4.32025,35,10.024995,0,5.3996816,3389.0493,78.041626,0.0,34867,667,0.019129837,6.50279,5.371841,627.63873,0.24852943420410156,0.0
"Context:
The empty page felt intimidating until I wrote the first line of the document. A short introduction explained why the file exists and what it will contain. Once the opening section was in place, the rest of the pages suddenly seemed easier to fill. I saved it with a clear filename so nobody would confuse it with a draft.",24.510157,3.1990876,36,6.4937496,1,5.983754,3389.0493,83.39912,0.0,30015,649,0.021622522,6.475433,5.2792406,566.3751,0.9426604509353638,1.0
"Context:
A niche community online turned out to be the best place to learn the unwritten rules. The archive had old discussions that answered questions I didn’t know how to phrase. I bookmarked a shared resource page and kept returning to it whenever I hit a wall. Over time, familiar usernames started to feel like classmates.",39.527634,3.677,37,9.875,1,6.424772,3389.0493,84.76883,0.0,29615,661,0.02231977,6.493754,5.387287,527.49725,0.8869494199752808,1.0
"Context:
The field notes list 14 samples from the first site and 27 from the second. By the afternoon we had walked between three and five kilometers without realizing it. The thermometer swung from 6 to 9 degrees while the clouds kept breaking apart. I circled pages 112 through 118 in my book so I could check the details later.",26.79405,3.2881799,38,7.2593746,1,5.3807926,3389.0493,80.89063,0.0,34822,645,0.018522773,6.46925,5.2718844,629.84204,0.787173330783844,1.0
"Context:
A message asked people to donate for a mission trip and shared a URL ending in a file extension with a number embedded in it. The copied link also had an extra slash and punctuation at the end, so the page wouldn’t open until I trimmed it. After that, the browser landed on a .php page that described what the payment was for and confirmed the details. Another user pasted the link with a “>. ” prefix like a quote marker, so I reposted it in a cleaner form. I then asked if the product was reliable for recurring donations and included the URL in brackets.",38.493168,3.6504807,39,7.621875,0,3.4928083,3389.0493,62.709396,0.0,54125,663,0.012249422,6.496775,5.381826,970.2935,0.03082425333559513,0.0
"Context:
My account lagged behind the latest subscription rollout, so I couldn’t follow what others were describing. The new entry was placed after the home page and the help link was hidden below the bottom bar, so I kept missing both. The app’s closing notice trailed the update the way a response follows a formal line in a ceremony. With support backing me, I located the control next to the plan name.",115.817924,4.7520194,40,10.85,0,5.158859,3389.0493,75.5343,0.0,37948,667,0.017576683,6.50279,5.4339943,656.9378,0.203328937292099,0.0
"Context:
A fundraising note for a mission trip included a URL that ended in a file extension and had digits like a web page ID. The link was cluttered with separators and a trailing punctuation mark, so it didn’t open on mobile. After stripping the extra characters, it resolved to a .php page that clarified what the payment was for. Someone pasted the address with a leading “>. ” prefix, making it look like part of a quote, so I reposted it cleanly. I replied with a question about whether the platform was good for monthly donors and put the URL in brackets.",40.75189,3.7075021,41,9.037499,0,3.6858976,3389.0493,64.02486,0.0,52829,666,0.012606712,6.50129,5.421012,919.4638,0.03082425333559513,0.0
"Context:
In Chicago, Illinois, I walked into a sleek office tower where the finance team had scheduled back-to-back interviews. After the meeting, I had to demonstrate my work on a large display while a panel watched in silence. I grabbed Easter candy from a corner store and called my mom to ask if she wanted anything for the family brunch. On the flight home, I read a chaotic thread that began with card-game advice, swerved into a color palette tool, and finished with fish care and mattress talk.",51.21962,3.9361227,42,9.9625,0,4.1240845,3389.0493,67.69495,0.0,47570,663,0.013937355,6.496775,5.4261036,821.7701,0.03082425333559513,0.0
"Context:
He wrote a short implementation summary on the wiki and linked the updated database query, then changed the ticket status to “review.” In the same breath, he listened to someone blame poverty on laziness while praising wealth as discipline, and it felt hollow. They upgraded to the full version of the platform, and he declared with total certainty that it would end the recurring bug. When it didn’t, he logged the frequency of failures and the duration of each recovery. The data was clear, even if the opinions weren’t.",67.26555,4.208648,43,9.087498,0,3.9781473,3389.0493,66.96564,0.0,47989,660,0.0137531515,6.49224,5.3869,851.9165,0.03082425333559513,0.0
"Context:
The post about the rally included a note that the stream would be public for 48 hours before moving behind a monthly subscription. In the same thread, someone shared a quick palette with #D32F2F and rgb(25, 118, 210) so the flyer would match the banner colors. A commenter described their hands shaking as they held up two fingers in a peace sign, trying to hide how scared they felt. Between updates, the chat drifted to last night’s league game and the way two teams traded goals in the final minutes. The whole page was a swirl of colors, time stamps, and noise.",32.359573,3.4769099,44,7.424999,0,3.490732,3389.0493,60.96075,0.0,60715,670,0.011035164,6.5072775,5.572062,970.87067,0.03082425333559513,0.0
"Context:
My little side project hit the front page, and suddenly strangers were sending kind messages. The downloads jumped overnight, and the feedback was unusually thoughtful. I tried to stay calm, but it felt like a personal milestone. The performance surprised me most because I built it alone.",61.39267,4.1172905,45,9.937499,1,6.957094,3389.0493,91.06967,0.0,25622,644,0.02513465,6.4676986,5.2358084,487.13574,0.9633806347846985,1.0
"Context:
He returned to running after months away and began with a slow, awkward mile. His lungs complained, but the routine started to form again. Each day he added a little more, not trying to match his old pace. The restart became its own progress.",48.067623,3.872609,46,8.237499,1,7.3151646,3389.0493,92.45661,0.0,24324,652,0.026804801,6.4800444,5.265,463.29092,0.962760329246521,1.0
"Context:
I found a forum thread where people trade practical tips and argue over small details with surprising intensity. Someone posted a resource list that made it easy to get started without feeling lost. After lurking for a while, I joined and asked a question that had been bothering me for days. The replies were blunt, but they were also genuinely helpful.",31.750195,3.4578989,47,7.878125,1,5.691608,3389.0493,81.76906,0.0,31333,656,0.020936392,6.4861608,5.254897,595.4467,0.7970977425575256,1.0
"Context:
A science channel posted a time-lapse labeled “12 hours in 60 seconds” and offered the longer cut to subscribers. In the corner, the overlay listed #00FF00 alongside an RGB readout for each stage of the reaction. Watching it made her count her breaths on her fingers, noticing how her hands tightened whenever the color shifted too quickly. While the video buffered, an autoplay ad flashed highlights from a league match and named the teams in bold text. The screen looked like pure colors stacked on top of everything else.",65.06057,4.1753187,48,9.65,0,3.8167877,3389.0493,66.01761,0.0,50180,661,0.013172579,6.493754,5.3709545,887.9324,0.03082425333559513,0.0
"Context:
We practiced the routine in sequence, starting with the opening pose and ending with the bow. If someone missed their place, the whole line drifted out of sync, so we kept calling out the next move. The choreographer pointed to the third marker on the floor and told me to stand exactly there. Once I memorized the order, the transitions felt smooth instead of rushed.",28.25109,3.341132,49,7.265625,1,5.530403,3389.0493,79.331894,0.0,33981,659,0.01939319,6.4907236,5.3619294,612.8033,0.8762357831001282,1.0
"Context:
The ladder leaned against the wall, and the toolbox sat below the lowest rung. I reached for it carefully, keeping my feet planted after the last step. Dust gathered under the shelf where nobody bothered to look. From that lower spot, everything above felt farther away than it should.",51.18547,3.9354558,50,9.349999,1,6.751935,3389.0493,89.121635,0.0,26516,656,0.02473978,6.4861608,5.2651515,501.9375,0.9633806347846985,1.0
"Context:
At Notre-Dame, a volunteer told us the restoration work would continue for years, and the timeline sounded both precise and unreal. I rewrote the opening of my report so it started with the sound of hammers instead of dates. In the square, people debated whether the city should replace one contractor with another, and each side claimed to defend Paris. The donation platform had new processing fees, which shifted how much actually reached the project. I finished with a final sentence that landed quietly, like dust settling.",62.23292,4.130884,51,9.4375,0,4.0688734,3389.0493,68.26806,0.0,46233,661,0.014297147,6.493754,5.3473325,832.9208,0.03082425333559513,0.0
"Context:
The mission trip appeal asked for donations and provided a URL ending in a file extension with digits tucked into the address. The version in the chat had an extra slash and punctuation at the end, so it failed on mobile. After trimming it, the link opened a .php page that described what the payment was for. Another reply line started with “/.” before the URL, like accidental formatting from a paste. I asked whether the platform was good for small teams and included the URL in brackets for anyone hesitant to click.",62.116707,4.129015,52,9.112495,0,4.152909,3389.0493,68.097046,0.0,47575,670,0.014083027,6.5072775,5.4329925,816.0664,0.03082425333559513,0.0
"Context:
A carton of milk had arrived that morning, and the label showed it was packed yesterday. She poured it into coffee and noticed how smooth it smelled, not sour or dusty. The bread she sliced still felt springy, not dry at the edges. Breakfast came together like it had been waiting for this moment.",34.888588,3.5521598,53,6.7499976,1,6.2847304,3389.0493,85.66779,0.0,29151,657,0.02253782,6.4876842,5.2850895,539.25134,0.9341188669204712,1.0
"Context:
We planned the trip to cover every circumstance, including delays and detours. The day started with a small checklist, just enough to get moving. After a wrong turn, we began again without drama and followed the same routine. Most of the time we walked, but even short rests helped. In the end, the decision to go felt complete and absolute.",54.613094,4.0002737,54,8.287498,0,5.4397225,3389.0493,80.02604,0.0,33078,650,0.019650523,6.4769726,5.269352,623.0188,0.5788038372993469,1.0
"Context:
The post began with a quick welcome and a bold claim about the best opening hand in a card game. A few lines later it jumped into a link to a color picker with hex codes and a screenshot. Someone chimed in with a story about feeding fish flakes to an overexcited goldfish. By the end, the thread had drifted into mattress recommendations and a debate about smartwatches.",46.80216,3.8459294,55,9.549999,1,5.0204406,3389.0493,77.1138,0.0,35268,650,0.018430306,6.4769726,5.2454853,675.0502,0.7533544898033142,1.0
"Context:
Our ads were fine, but the real breakthrough came when the product outperformed a rival in side-by-side tests. Reviews called it the clear winner, and the phrase got repeated everywhere. A local mayor cited the company as an example of successful entrepreneurship, and the story spread beyond business pages. That blend of results, marketing, and public approval turned growth into momentum.",43.31708,3.768547,56,8.262498,0,5.495194,3389.0493,78.60512,0.0,35287,661,0.018732112,6.493754,5.402032,616.7297,0.3190789222717285,0.0
"Context:
He followed a small club and still knew every team in their division by heart. Each week he read previews that compared league form and head-to-head records. When a rival dropped points, he texted his friends as if it were a personal victory. The season felt like a long story written one match at a time.",29.438242,3.3822947,57,7.20625,1,5.9690514,3389.0493,83.48394,0.0,30465,656,0.021532906,6.4861608,5.2860885,567.77014,0.9426604509353638,1.0
"Context:
She created a new profile but the verification email never arrived. The support bot asked for the account name and a brief problem description. In the tutorial section, a lesson explained how automated filters can delay messages. After a few minutes the confirmation finally showed up.",60.68654,4.105722,58,8.587498,1,7.464792,3389.0493,93.475426,0.0,24329,651,0.02675819,6.4785094,5.278351,454.00455,0.962760329246521,1.0
"Context:
I soaked chickpeas overnight, then cooked them until they were tender enough to crush between my fingers. In a bowl, I mixed them with lemon, olive oil, and cumin until the flavor sharpened. I chopped cucumber and parsley for crunch and stirred everything together. The salad tasted better after sitting for a while, as if it needed time to settle.",21.217686,3.054835,59,5.2625,1,5.864191,3389.0493,81.48889,0.0,32228,649,0.020137768,6.475433,5.3692865,577.9227,0.6755754351615906,1.0
"Context:
We can ship the replacement part today and include return packaging for the old one. If you describe the issue, we’ll make sure you receive the correct version the first time. We also carry the matching cables and adapters, so everything works out of the box. After checkout, we’ll email the invoice and delivery window.",28.227812,3.3403077,60,7.312498,1,6.7493434,3389.0493,85.43334,0.0,30929,657,0.0212422,6.4876842,5.529479,502.13022,0.8277772068977356,1.0
"Context:
She served a cold, refreshing drink to the recent graduates at the reception. The bouquet on the table smelled lively, like it had just been cut that morning. When a question about funding came up, the organizer answered truthfully and showed the printed statement. They decided to reboot the next event plan and begin again with a clean slate. Afterward, they took photos by the river where the water moved slow and green.",47.781242,3.8666332,61,9.4125,0,4.842587,3389.0493,75.305504,0.0,37917,662,0.017459188,6.4952655,5.300347,699.8427,0.09172195941209793,0.0
"Context:
The first-year students got fresh juice and warm rolls as they settled into the seminar room. A breeze carried the clean smell of wet leaves through the open window. When the facilitator misstated a deadline, a student corrected it with the exact date from the portal. They tossed the overcomplicated plan and started again with a simple timeline. After class, they walked to the river and skipped stones into the water.",36.363937,3.5935776,62,7.725,0,4.7043443,3389.0493,74.93911,0.0,37894,652,0.01720589,6.4800444,5.236169,720.40845,0.15816658735275269,0.0
"Context:
The brand name came up during a call, and I wrote it into my notes. Their site promised better online reach through content and backlinks. I logged into my account to read the course description on crisis communication tools. The course calendar showed the date and time for the next live Q&A. After work I cooked a salmon recipe with lemon and dill.",58.482773,4.0687323,63,8.9625,0,5.8899226,3389.0493,81.58381,0.0,33114,667,0.020142538,6.50279,5.389088,575.39795,0.33943504095077515,0.0
"Context:
The partnership contract landed in my inbox with a warning about liability, and I could feel the operational risk sitting behind every clause. When I stepped into the venue, the coffee station and wide seating area made the place feel genuinely comfortable for the price. A crowd outside was chanting about party corruption, and a government official’s name kept coming up in interviews on the radio. Before forming an opinion, I read three different summaries and tried to notice what each one left out. By the afternoon, I was sketching small design changes that would make the dashboard clearer and less frustrating to use.",57.573036,4.0530543,64,9.1875,0,3.7923996,3389.0493,64.415886,0.0,52834,670,0.012681228,6.5072775,5.468286,893.64246,0.03082425333559513,0.0
"Context:
The report’s conclusion cited a prior write-up, and I followed the backlink to see how the results had evolved over time. Meanwhile, the status note on the agreement said negotiations were continuing but not finalized. I asked in an online community whether anyone had seen similar findings, and they pointed me to a resource hub. To stay current, I added the site’s feed subscription to my reader that afternoon. Later I realized the key milestone happened in 2010, the year my friend keeps mentioning whenever the topic comes up.",38.393143,3.647879,65,8.574999,0,4.05095,3389.0493,66.31864,0.0,50196,667,0.013287911,6.50279,5.4969473,836.6061,0.03082425333559513,0.0
"Context:
The sports program listed the stadium section, row, and seat number, along with the city and kickoff time. A contract tucked behind it displayed an effective date, a clause number, and a renewal deadline circled in pen. The report began with We and a single number that introduced the first subsection. At his desk, gene expression profiles from brain tissue sat beside profiles from a cell line assay, ready for comparison. He clipped a publication entry with the title, author name, and volume number into his reference folder.",89.68304,4.4962816,66,9.799999,0,4.0571294,3389.0493,67.647995,0.0,46684,663,0.014201868,6.496775,5.377435,835.33185,0.03082425333559513,0.0
"Context:
In the second paragraph, she pointed back to the opening scene without breaking the flow. The small detail about the cracked mug returned as a quiet signal that things hadn’t improved. Readers didn’t need a reminder; the echo was enough. By the end, the story felt stitched together rather than stacked in separate moments.",44.269054,3.7902858,67,9.349999,1,5.9956822,3389.0493,83.182076,0.0,30470,661,0.021693468,6.493754,5.3026447,565.2483,0.9352686405181885,1.0
"Context:
At the supermarket, the seasonal aisle looked like a burst of spring, full of marshmallow bunnies and shiny foil eggs. I bought a small bag for my niece and a larger one for the whole family to share. On the way out, my sister called to remind me about Sunday dinner. I promised I’d be there early to help set the table.",20.07167,2.9993093,68,6.346873,1,5.6755276,3389.0493,79.97083,0.0,33103,657,0.019847143,6.4876842,5.365791,597.1338,0.8437283635139465,1.0
