prompt,ppl_base,next_token_loss_base,original_index,ppl_spike_90,label,mean_cluster_risk,max_cluster_risk,std_cluster_risk,median_cluster_risk,n_hits,n_unique_features,polysemantic_ratio,feature_entropy,weighted_entropy,dominance_ratio,label_proba,label_pred
"Context:
The coach promised a reset weekend and spoke about selling with confidence, training with discipline, and building a better life. In the hotel lobby, he pitched a paid coaching program, collected payments, and warned that the spots were almost gone. An attorney told herself to keep every receipt, and a doctor introduced himself while reviewing medical waivers. A pastor listened to a guest describe private shame and hope, letting the feelings sit without fixing them. Nearly everyone seemed to be moving at once, and when departures finally started, the building emptied quickly.",87.08399,4.466873,22,11.075,0,2.4437356,4877.4243,61.441612,0.0,67602,665,0.009836987,6.499787,4.9080815,1995.8887,0.029931725934147835,0.0
"Context:
On the weekend before preseason games, the sports shop was packed with people buying gear, and the staff stayed friendly even when sizes ran out. A community team collected sign-ups for a charity tournament at the entrance, and the store offered customer-service style help to anyone confused about schedules. Monday brought the annual career development session at a nearby office, where helpful personnel guided participants through interviews and resume reviews. Between meetings, she planned a winter trip and penciled in a summer recovery week. When the regular season began, her calendar already held every season in a different form.",70.49057,4.255479,23,10.0,0,3.1511528,5629.45,70.91217,0.0,73149,688,0.00940546,6.5337887,5.187746,1786.4733,0.0023620608262717724,0.0
"Context:
In May, the town square filled with booths, and the information tent was staffed by people who were unusually patient and kind. A customer service volunteer helped visitors find lost items while a community group collected sign-ups for later events. The next month, an annual workplace seminar kicked off, and helpful personnel kept the sessions running on time while younger attendees asked career questions. As summer approached, she planned a trip with careful backups for delays and sudden changes. By the time preseason began, she could feel the year turning again, from offseason calm to regular-season intensity.",63.31271,4.148086,24,9.78125,0,2.648355,3631.21,64.71524,0.0,71909,674,0.009372957,6.5132303,5.0070877,1371.119,0.007064326666295528,0.0
"Context:
Their supplier agreement worked smoothly for years, right up until a strike shut down the port and delayed every shipment. The smaller company blamed the larger one for not securing backup routes, and the larger company threatened to pull the contract if deadlines slipped again. Meetings turned tense, with lawyers quietly joining the calls and taking notes. An outside disruption had turned a friendly partnership into a cautious standoff.",49.822,3.9084566,25,10.45,1,2.778698,3394.8591,60.26628,0.0,49175,665,0.013523132,6.499787,4.849118,1221.7445,0.9952261447906494,1.0
"Context:
I plugged a tiny USB adapter into my laptop so the presentation remote would pair instantly. The dongle was so small I nearly lost it in the lining of my bag. When the slides finally advanced on cue, I felt my shoulders drop. After the talk, I taped the adapter to the cable so it wouldn’t disappear again.",30.323158,3.4119117,26,7.874999,1,2.5925362,5672.423,67.367096,0.0,43062,681,0.015814407,6.5235624,4.554669,2187.9822,0.8375269770622253,1.0
"Context:
He tried to debug a script and saw the output turn into endless []. The terminal looked busy, but nothing was actually happening. After what felt like an eternity, one last token of text appeared and everything halted. He stared at it as if it might explain itself.",54.158157,3.9919086,27,8.8125,1,2.606513,4877.4243,62.17435,0.0,35058,668,0.019054139,6.504288,4.393921,1871.245,0.9777250289916992,1.0
"Context:
User registration requirements kept her out until late morning, then the equipment coordination network opened up with clear service availability for every kit. She posted network actions, cooked for the crew, mixed a cosmetic balm, and fixed a craft banner, then dragged boxes until exertion made her breathe hard. A small religious act steadied her before she sent written communication with the action to take for the next shift. The day ended with a favela grant type accountancy review, reticle-based documentation, and lubricant decisions, plus a hint of hallucinations as proper names and publicized items filled the closing montage.",424.08884,6.049943,28,12.825,0,3.264037,4060.939,70.76037,0.0,74464,739,0.009924259,6.605298,5.3637295,1244.1461,0.003098500892519951,0.0
"Context:
She scanned a news feed filled with proper names and bolded quotes. The company’s actions had been teased in advance, so the publicized items looked familiar before anyone touched them. A photo of the launch table went viral, and the names in the caption became part of the story. The attention made the event feel staged and unstoppable.",96.0238,4.564596,29,10.131243,1,2.4566207,3502.2915,58.36607,0.0,43663,668,0.015298994,6.504288,4.594271,1425.6542,0.9728068709373474,1.0
"Context:
He worked with the drill until the bit dulled, then swapped it out and tested the device again. Nearby, a man in a car watched him through the side mirror, observing the scene like it was a routine. He shook feeling back into his fingers, got into the truck, and said he was fine, even though his shoulder was tight. At the stop, a cat slipped near the bus tires, and he offered a piece of bread to distract it while someone guided it away. Later, he used a small tool to open his meal container and checked his phone for directions before driving on.",36.995377,3.6107929,30,7.4999986,0,2.359824,4727.019,65.51094,0.0,76207,680,0.008923065,6.522093,4.853301,2003.1237,0.0016780364094302058,0.0
"Context:
At the coworking space, the guest speaker walked to the front and told a story about turning rejection into revenue. She offered one-on-one coaching for founders and framed it as the missing piece between a good product and a thriving business. The room listened as she mapped goals onto weekly habits and asked people to write down a number they wanted to hit. After the talk, a signup sheet filled with names and credit cards. Later, the attendees compared notes and admitted the message felt like motivation and a sales funnel at the same time.",27.004726,3.296012,31,7.40625,1,2.1587467,4297.29,56.664154,0.0,68829,667,0.009690682,6.50279,4.8171616,1990.6411,0.436429500579834,0.0
"Context:
He tightened the machine’s housing, then used the measuring tool to confirm everything sat true. Across the way, a man in a pickup watched him, observing the scene with a stillness that felt deliberate. He pressed his thumb against the steering wheel mark, flexed his hand, and said he would drive carefully, because his shoulder was tense. At the ferry ramp, a trailer with sheep crept forward, and he gave up his seat to someone carrying a tired child. When the line moved, he opened his food with a small tool and checked a device for the next turn.",53.39694,3.9777534,32,8.75,0,2.4532673,5801.342,65.07109,0.0,73775,692,0.009379871,6.539586,4.9517617,2364.741,0.0025549763813614845,0.0
"Context:
He held the drill steady while the bit bit into the metal, listening to the pitch change when it hit resistance. Afterward, he adjusted the caliper and measured the hole with careful precision. The device on the bench hummed as he reattached the casing and tightened the last screw. When the machine finally started cleanly, he relaxed his shoulders and wiped grease from his fingers.",33.85906,3.5222065,33,7.418751,1,3.1824605,5801.342,74.769135,0.0,48000,693,0.0144375,6.54103,4.8037467,1822.9109,0.9903567433357239,1.0
"Context:
He joined a sightseeing tour after reading an excerpt in the lobby that ended right at the dramatic reveal. A sign on the bus ended with an exclamation point that matched the driver’s energy. When the last ticket token was scanned, activations flashed on the reader and the door hissed shut. The route sequence began, carrying them through the city’s highlights.",91.24709,4.5135713,34,9.887499,0,2.311367,4168.371,60.17527,0.0,46127,676,0.014655191,6.516193,4.518381,1803.4224,0.12950047850608826,0.0
"Context:
A business owner I know watched the negotiations with the intensity of someone reading weather before a storm. She kept a notebook of possible outcomes and what each deal would mean for shipments and staffing. Every time a rumor of progress appeared, it was followed by a reminder that nothing was signed yet. The uncertainty felt like its own kind of policy, hanging over daily planning.",49.354034,3.8990195,35,9.049997,1,2.4045844,4834.451,64.110985,0.0,46697,647,0.013855279,6.4723463,4.437503,2010.5143,0.9311233758926392,1.0
"Context:
At the seaside resort, the entertainment schedule promised live music, yet the restaurant was delayed because a Whirlpool dishwasher wouldn’t drain. A technician found the clog, cleaned the filter, and the kitchen finally caught up. I stepped into a business center to fax paperwork for an adjudication hearing, then answered a VoIP call about kidney function and a bladder scan. In the lobby, a panel on fantasy media tossed around names from fictional kingdoms, real politics, and university disciplines while the kitchen timers chirped in the background.",92.27252,4.5247464,36,10.562499,0,2.7262712,4168.371,62.257942,0.0,65232,716,0.010976208,6.5736804,5.123284,1528.9642,0.00941197108477354,0.0
"Context:
The bakery sold bite-size pastries shaped like animals, and the little bear one looked almost too cute to eat. I took it home in a paper box and set it on a plate like a centerpiece. The icing ears were delicate and melted the moment my fingers touched them. I ended up taking a photo before the first bite.",24.016756,3.1787517,37,6.237498,1,2.734964,3287.4268,65.24787,0.0,43057,674,0.015653668,6.5132303,4.591645,1202.0,0.9648085236549377,1.0
"Context:
We visited a townhouse near Frederiksberg Gardens, and the deed included the property’s formal name in a decorative font. I checked a shelf with a tiny level and made a note to bring proper tools if we ever moved in. My partner talked about the baby’s growth and the strict, small meals she’s stuck to since the gestational diabetes screening. A little figurine on the mantel looked charming until the conversation turned to layoffs, corruption, and a worsening international crisis.",82.99606,4.418793,38,11.124999,0,2.7501585,4619.587,62.15178,0.0,61560,727,0.011809616,6.5889263,5.1448054,1679.7529,0.024883711710572243,0.0
"Context:
He tightened the clamp, restarted the machine, and watched the tool head settle into a steady rhythm. Across the street, two men in a sedan kept observing the lot, eyes lingering on every vehicle that pulled in. He rubbed his wrist, drove off, and said he would stay focused, because his hands were tired. A crate of rabbits was carried onto the train, and he gave a bottle of water to the handler without waiting for thanks. When he finally ate, he used a utensil from his kit, set a timer on his phone, and cleaned up the device afterward.",40.32428,3.6969538,39,7.8437495,0,2.2897952,5801.342,58.754723,0.0,74401,700,0.009408476,6.55108,5.017363,2533.5637,0.0023504584096372128,0.0
"Context:
She chose a mountain resort for leisure, then got distracted by a guidebook excerpt that ended right after a cliffhanger anecdote. A period on the room-service card looked oddly comforting in its certainty. At the spa entrance, the final token tap triggered activations and the door slid open. The sequence of check-ins ended, and the weekend became pure travel calm.",150.22241,5.012117,40,10.1875,0,2.36808,5930.2603,59.318066,0.0,47368,684,0.014440129,6.527958,4.7189283,2504.2483,0.9004814624786377,1.0
"Context:
The opening focused on earlier roles and previous responsibilities, using details instead of slogans. Next came a promotional blurb for an item, ending on a final line that left no room for more copy. A short report section began with a title and a sentence of context, then ended right after stating the takeaway. At the bottom, a debug excerpt printed [] for a long time until a single final word ended the run. The last character on the page felt like a hard stop.",78.397575,4.361793,41,8.818748,0,2.0435092,2986.6167,51.655945,0.0,60860,676,0.01110746,6.516193,4.7556915,1461.5137,0.1477922648191452,0.0
"Context:
She satisfied the user registration requirements and finally gained access to the equipment coordination network’s action feed. Service availability checks filled the morning, while food prep, cosmetics mixing, and craft repairs filled the gaps, and exertion spiked whenever she lifted cases. She paused for a religious moment and then sent written communication with a clear action to take for the team. Later, a favela grant type accountancy audit required a reticle-guided photo and the correct lubricant for a squeaky hinge, and fatigue stirred hallucinations as proper names and publicized items from sponsors dominated the closing announcements.",480.84122,6.175537,42,13.525,0,3.3909907,4684.046,70.56177,0.0,72645,733,0.010090165,6.5971456,5.441575,1381.3208,0.0013028217945247889,0.0
"Context:
The resort hosted a fantasy-themed dinner, but the kitchen nearly fell behind when a Whirlpool dishwasher clogged and left water sitting in the tub. Maintenance cleared the blockage, and the cycle resumed with a rush. I faxed adjudication documents for a dispute over artisanal mining and then took a VoIP call about kidney labs and a bladder check. Guests kept naming fictional kingdoms, movie directors, politicians, and academic fields while the kitchen appliances beeped through their routine.",167.9263,5.123525,43,12.149998,0,3.0572383,5887.287,66.43051,0.0,57848,715,0.012359978,6.572283,5.112201,1925.688,0.10140111297369003,0.0
"Context:
In court, the lawyer defended himself against a claim that he had mishandled evidence. The judge asked the witness to identify herself and to answer without coaching. After the hearing, the physician examined the bruises and wrote the report for the patient to share only if they wished. The paralegal told herself to breathe before filing the last document. By evening, everyone involved seemed exhausted by how carefully they had to speak.",41.671906,3.7298272,44,6.9375,1,2.8212073,4920.397,70.60619,0.0,53504,693,0.012952303,6.54103,4.7590117,1744.075,0.9917051792144775,1.0
"Context:
After the MRI, the orthopedist pointed to the torn meniscus and recommended physical therapy before considering surgery. The physiotherapist taught him strengthening exercises, then used manual techniques to reduce swelling. When the pain spiked, a short course of anti-inflammatory medication helped him sleep again. Two months later, he could climb stairs without wincing, and the treatment plan finally made sense.",21.245998,3.0561686,45,7.2499995,1,3.1727972,4748.5054,61.148445,0.0,49288,725,0.014709462,6.5861716,5.210722,1496.6306,0.905827522277832,1.0
"Context:
The attorney checked the venue contract, the doctor checked the schedule, and the coach checked attendance, each of them talking to themselves while they worked. In the hotel bar, a trainer gave a self-improvement talk that doubled as a sales pitch for his new program. Most listeners leaned in, but one person sat with a heavy feeling that would not lift. A pastor noticed and asked what was going on inside, then stayed for the answer. When the bus for departures pulled up, everything scattered into motion.",45.83895,3.8251343,46,8.3125,0,2.2417424,4576.614,63.06039,0.0,64512,654,0.010137649,6.4831076,4.636601,2041.5431,0.04352055490016937,0.0
"Context:
She opened a news site and clicked into a long interview that included an embedded audio clip. The article described a fintech firm, a new ETF, and a security protocol that had failed during a rollout. After reading, she shared a summary in a group chat and added a short comment about an API change. It was a small window into how content, finance, and tech talk mingle online.",45.80363,3.8243635,47,7.1875,1,2.5054219,3265.9404,60.26898,0.0,50403,663,0.013153979,6.496775,4.6709127,1303.5491,0.9610912203788757,1.0
"Context:
She opened with previous experience and earlier accomplishments that sounded quietly solid. Then came a short ad copy for a product, ending with a final sentence that stopped the pitch cold. A separate section began with a title and a lead-in that set context, and it ended right after the key statement. Beneath that, [] repeated across the log until a final word ended the stream. The page finished with a clean, deliberate stop.",111.67128,4.7155595,48,9.424998,0,2.3589518,6746.745,64.33776,0.0,54675,639,0.011687242,6.4599047,4.5325084,2860.0605,0.19440877437591553,0.0
"Context:
The podcast transcript on the website showed only a brief excerpt. It ended right as the guest began listing the mistakes that ruined the project. The scroll bar hit bottom with no warning and no continuation link. The end of the text excerpt left the confession hanging in midair.",71.017555,4.262927,49,9.275,1,2.2226114,3605.9983,52.15074,0.0,35698,687,0.019244775,6.5323343,4.511612,1622.415,0.9939706325531006,1.0
"Context:
Sydney — The announcement opened with HarborGate Holdings and the address of its Circular Quay office. In a meeting room overlooking the Opera House, executives argued over a partnership that might be derailed by a new competitor entering the region. A chain of messages filled with AWS, Mastercard, and pricing models repeated the same terms until everyone sounded tired. After work, someone fixed a glitchy smart lock by reinstalling a driver, dealt with a broken microwave, and watched pest control spray the balcony while a friend tested sports eyewear for a beach training session.",133.39095,4.8932843,50,12.46875,0,2.846913,5930.2603,60.93501,0.0,68331,736,0.0107710995,6.60123,5.3489423,2083.0493,0.006136058829724789,0.0
"Context:
The project didn’t change overnight; it moved through phases that could be felt in the daily meetings. Early drafts were messy, then the structure tightened as decisions locked in. Progress became visible when the same task stopped taking hours and started taking minutes. Everyone could sense the next stage approaching, like a door that finally swings open.",46.036114,3.8294263,51,7.8999996,1,2.3817048,4877.4243,61.057583,0.0,43027,659,0.015315965,6.4907236,4.4408436,2047.8711,0.9280720949172974,1.0
"Context:
Nearly the whole hotel resort was taken over by a weekend program that mixed business coaching with training sessions. A medical consultant introduced herself and offered quick checkups, while a legal adviser told himself to keep questions short. The headline coach delivered a polished sales talk about becoming a better version of yourself and closing bigger deals, then collected deposits. In the back, someone stared at the carpet and tracked the swirl of their own thoughts, embarrassed by how emotional it felt. At the end, a pastor waved goodbye near departures as the coach herded people onto the buses.",87.809204,4.4751663,52,10.29375,0,2.8794425,5930.2603,70.14712,0.0,70685,681,0.009634293,6.5235624,5.0597343,2059.5168,0.0016621674876660109,0.0
"Context:
The pop-up was staged inside a former bank, and the columns made it look grander than it needed to be. Every table had tags that sounded like a boutique brand, even when the items were simple. Someone described the theme as “vintage modern,” and suddenly the lighting made sense. It was the kind of place where the address mattered almost as much as the products.",39.816204,3.684274,53,9.549997,1,2.2396357,5586.477,59.953396,0.0,49163,651,0.013241665,6.4785094,4.480967,2494.3687,0.9912556409835815,1.0
"Context:
The first section read like a résumé summary, highlighting prior roles and an earlier project that proved reliability. Next came a compact product description with a discount code and a final sentence that ended the pitch cleanly. A brief memo followed, opened with a title and a contextual sentence, and then concluded immediately after the key update. At the bottom, the output log showed [] filling line after line until a final confirmation ended the run. Everything finished with an unmistakable sense of done.",121.141,4.796955,54,11.65625,0,2.602046,3265.9404,61.401524,0.0,59626,670,0.011236709,6.5072775,4.8626037,1255.1432,0.10734950751066208,0.0
"Context:
The incident log scrolled until End of text, and the timestamp gap after it made him suspicious. He downloaded the official copy and found End of text/document with a signature block, so at least the document was complete. When he tried to add context in the ticket form, it cut him off at End of text/input and forced a shorter explanation. The vendor’s page for maintenance plans ended with End of text/short descriptions of items/products/services, which looked sloppy in a supposedly professional portal. He documented the issue in his own notes, ending with nothing but silence.",64.61833,4.168498,55,9.75,0,2.3439717,5844.3145,65.486374,0.0,74954,650,0.008671986,6.4769726,4.802939,2493.3384,0.009506577625870705,0.0
"Context:
Before stepping into the exam room, the hands felt cold and the stomach sank for no clear reason. A voice inside whispered that everyone else was better prepared, and the thought refused to leave. Then the first question appeared and the brain found a familiar path through it. Confidence rose in short bursts, mixed with flashes of doubt. Walking out afterward, the strongest feeling was surprise at having managed it.",33.43081,3.5094779,56,7.3375,1,2.5889418,6703.7725,66.723755,0.0,51010,660,0.012938639,6.49224,4.6324906,2589.387,0.9377796649932861,1.0
"Context:
The ferry terminal displayed a short excerpt from a travel memoir, ending just before the writer described the first view of the islands. She smiled at the neat exclamation point on a sign warning about slippery decks. At boarding, the final token validation caused activations on the scanner and a green light appeared. Moments later, the sequence of steps was done and the trip felt real.",109.36414,4.694683,57,10.46875,0,2.4753656,4297.29,59.383736,0.0,47368,689,0.014545685,6.535241,4.6846185,1736.0223,0.13857057690620422,0.0
"Context:
She joined the equipment coordination professionals network after meeting the user registration requirements and immediately checked service availability for spare parts. She split the day between posting network actions and cooking, mixing cosmetics, and finishing crafts, with exertion rising during every heavy lift. She prayed quietly, then sent written communication that described what action to take if the schedule broke. Later, a favela grant type accountancy review demanded reticle-based measurements and careful lubricant selection, and she fought off hallucinations as proper names and publicized items blared across sponsor screens.",638.89746,6.459744,58,14.199996,0,3.4529665,4555.1274,73.980484,0.0,67059,712,0.010617516,6.568078,5.264096,1319.1925,0.00229472853243351,0.0
