prompt,ppl_base,next_token_loss_base,original_index,ppl_spike_90,label,mean_cluster_risk,max_cluster_risk,std_cluster_risk,median_cluster_risk,n_hits,n_unique_features,polysemantic_ratio,feature_entropy,weighted_entropy,dominance_ratio,label_proba,label_pred
"Context:
He bragged about a bargain on a used camera lens, then launched into a rant about how luxury hobbies feel inaccessible when paychecks barely stretch. In the same breath, he complained that the latest trailer revealed too much of the story and made the release feel pointless. The cashier scanned his discount voucher and smiled politely. On his way out, he muttered about a celebrity getting applause for speaking on trans issues while community organizers called it shallow.",103.33648,4.6379905,10,9.75,1,0.18958354,1214.5594,10.907444,0.0,68909,773,0.011217693,6.650279,3.3715403,6406.4604,0.894134521484375,1.0
"Context:
The order confirmation included every measurement and material detail, and I reread it to make sure nothing was wrong. I used a voucher to secure a discount and then purchased gift vouchers as backup gifts. Later, couples counselling left us quiet, and my partner blamed stress from the weak economy. When we got home, an outage message from investor-owned utilities arrived just as I remembered the Hib vaccine booster, and the pile of loose tasks made me feel incomplete.",177.99858,5.1817756,11,10.299999,0,0.1856682,1466.0591,11.993264,0.0,71176,769,0.010804203,6.645091,3.2190378,7896.1235,0.04475977644324303,0.0
"Context:
She heard the word Bremerton in a podcast and decided to visit, starting with a shop that ran on a subscription refill system. The cashier hummed along to a playlist and mentioned the musician’s name whenever a favorite track played. Down the block, a lifeguard was setting up signs for a swimming event by the water. The souvenir guide she bought had publication details printed clearly: author, title, year, and publisher.",123.63913,4.817367,12,9.75,0,0.109690495,1171.6205,8.331149,0.0,70416,769,0.010920813,6.645091,2.8009539,10681.148,0.04831716790795326,0.0
"Context:
The museum plaque listed shipyard history and mentioned Bremerton in Washington State. She traced the name with her finger as if it would help her remember it. On the bus ride home, she saw a headline about Bremerton and realized she was now spotting it everywhere. The name felt like a magnet for her attention once she’d noticed it.",78.9242,4.368488,13,9.725,1,0.12687172,797.438,6.5180135,0.0,56800,769,0.013538732,6.645091,3.3324058,6285.388,0.9108104705810547,1.0
"Context:
The startup sold a retirement calculator and promised smart portfolio tips on its website. After a patch, the dashboard stopped freezing and the marketing email links finally opened the right page. Those repairs made the software feel trustworthy again. He signed up for the financial product once the site behaved.",181.63153,5.20198,14,9.76875,1,0.112465486,429.3897,5.3558702,0.0,43924,768,0.017484747,6.64379,3.1068807,3817.9688,0.8706485033035278,1.0
"Context:
They pushed themselves to walk the entire boardwalk, passing snack stands, small hotels, and a noisy karaoke bar along the way. That route through food service and lodging areas demanded self-propelled effort, especially after midnight. Halfway through, he stopped and stood perfectly still to catch his breath. The night was a mix of wandering and standing breaks.",84.00255,4.430847,15,8.6875,0,0.121688135,668.6211,6.2254524,0.0,57551,768,0.013344686,6.64379,3.3241634,5494.5464,0.06097529083490372,0.0
"Context:
They wandered through the casino hotel on foot, passing a noodle bar, a cocktail lounge, and a corridor lined with mini-shops. Getting around those entertainment and lodging spaces by walking was half the fun, even when the escalators tempted them. At midnight they ordered dumplings and talked about the chewy wrappers and the ginger bite. The self-propelled travel turned dinner into a little quest.",82.68658,4.415057,16,9.387501,1,0.119804345,739.1637,6.9028993,0.0,65868,762,0.011568592,6.6359468,3.1378717,6169.757,0.9198818802833557,1.0
"Context:
The committee hearing began on time, with microphones tested and folders stacked neatly in front of each official. A lawyer presented the case, and the chair called on witnesses one by one. The atmosphere felt more formal than any ordinary business meeting, down to the scripted introductions. When the vote was postponed, everyone filed out in silence.",62.91539,4.141791,17,8.962498,1,0.12677997,1183.8888,7.6988792,0.0,52247,767,0.014680269,6.6424866,3.0262663,9338.137,0.8531434535980225,1.0
"Context:
He kept his editor open while he revised a form, searching for every blank field he still had to fill. Once the text was consistent, he emailed an organization to request help with a financial emergency. He also requested a quote for insurance services, because he needed documentation quickly. All the replies got pasted into a single file and edited into a neat timeline. When the situation got stressful, he asked a professional for guidance.",74.70305,4.313521,18,9.081249,0,0.14011621,1245.2301,8.471716,0.0,66642,771,0.01156928,6.6476884,3.2768836,8887.123,0.1369667798280716,0.0
"Context:
At check-in, the kiosk froze mid-scan, so the agent stepped behind the counter and pushed a quick system update through. While it rebooted, I shifted my weight and found a more comfortable stance in the long line. Once the screen came back, I walked through the concourse toward a café and then on to the gate. The boarding call started as a jet lifted off outside the window, and later I stood in the aisle to grab my bag. Halfway through the flight, the cheap headphones irritated my ears so badly that I had to take them off.",43.416943,3.7708497,19,8.31875,0,0.08018353,1441.5226,6.9763985,0.0,90859,769,0.008463663,6.645091,2.9360368,17977.79,0.023806897923350334,0.0
"Context:
A family diner was known for generous portions, and the owner described the place as honest cooking with no fuss. She asked for a website refresh, a basic marketing plan, and a way to manage gift certificates without confusion. On the counter, mugs for sale listed their volume, material, and a few color choices. The meal was fried fish and potatoes, and I described the crunch and the lemon brightness with real enthusiasm. Behind the register, a small booklet referenced the Gospels and explained how the diner once hosted charity breakfasts tied to church life.",95.33131,4.5573583,20,9.7,0,0.12894243,956.9256,7.8845224,0.0,87090,777,0.008921805,6.6554403,3.531805,7421.34,0.0006837121327407658,0.0
"Context:
After weeks of poor sleep, I contacted a specialist for professional guidance. She asked about caffeine, screens, and stress, then helped me set a realistic routine. Instead of vague encouragement, she gave me a concrete schedule to try. The structure made it easier to stick with changes.",61.420902,4.11775,21,8.5374975,1,0.09861939,1012.1329,7.343104,0.0,44670,762,0.017058428,6.6359468,2.3732748,10263.021,0.9970205426216125,1.0
"Context:
We met after work at a lounge with a tiny stage and a steady stream of people ordering drinks. I tried a rum cocktail that tasted like pineapple at first, then slowed down when the sweetness got heavy. A friend started talking about her relationship like it was a joke, then admitted it wasn’t. We ended up in a queer nightclub where the bouncer greeted everyone kindly and the dance floor felt endless. On the way home, we argued about health warnings, mandatory alcohol labels, and the industry’s resistance to regulation.",53.27233,3.9754171,22,8.25,0,0.11945715,963.05975,8.042936,0.0,84044,771,0.009173766,6.6476884,3.1373348,8061.9683,0.0013311684597283602,0.0
"Context:
A governmental institution issued a recall notice after Listeria was detected in a batch of ready-to-eat items. The letter used formal language and included a hotline number for questions. By the afternoon, stores had pulled the product from shelves and posted the same warning near the entrance. People read it quietly, then checked their bags twice before leaving.",49.129932,3.8944685,23,8.65,0,0.16086459,981.46216,9.290575,0.0,55283,770,0.013928332,6.6463904,3.1418548,6101.1694,0.10296927392482758,0.0
"Context:
The lobby smelled like coffee and polished wood as I stepped into the small hotel off the main street. Down the hall, a sign pointed toward a breakfast room and a lounge with low music. I wandered past the front desk and found a quiet corner with armchairs near a window. Later, I strolled back through the corridor to the elevator, following the soft hum of conversation.",46.111782,3.8310685,24,8.124999,1,0.16263318,834.24286,7.9511743,0.0,59827,763,0.012753439,6.637258,3.4097092,5129.598,0.9388466477394104,1.0
"Context:
The old church library kept the manuscripts in glass cabinets with labels describing each shelf. A volunteer explained how the Gospels were debated in different eras and why those texts shaped public life. As he listened, he stood perfectly still, afraid to creak the wooden floor. The quiet room turned standing into a kind of respect.",113.65062,4.733129,25,9.424999,1,0.16759971,1159.3522,9.278446,0.0,50743,764,0.015056264,6.638568,3.1636584,6917.3877,0.9864587187767029,1.0
"Context:
The family borrowed a small bus for the reunion, and the rental contract spelled out the passenger capacity in bold. On the morning of the trip, someone arrived with boxes of homemade pastries and jars of pickled vegetables as gifts for the hosts. The driver refused to overload the seats, so the boxes were stacked neatly in the rear storage compartment instead. By the first stop, the homemade treats had already turned strangers into friends.",56.7627,4.0388794,26,8.437497,0,0.07217378,763.70026,5.1665115,0.0,66631,769,0.011541175,6.645091,2.7924566,10581.408,0.1028057187795639,0.0
"Context:
He ordered noodles and described the broth as deep, spicy, and oddly sweet. Between bites, he complained that the restaurant’s chairs were wobbly and the place looked like it had survived ten owners. Even so, the establishment stayed busy, and the meal was the reason. He left full and still talking about flavor.",90.09636,4.50088,27,9.393749,0,0.108798094,674.75525,6.8105893,0.0,52996,763,0.014397313,6.637258,2.819548,6201.9033,0.8819350600242615,1.0
"Context:
A coworking space opened in an old warehouse, and its listing emphasized high ceilings and plenty of light. They hired an agency to build a landing page, run targeted ads, and set up invoicing for monthly memberships. In the lounge, a display case held mugs in glazed ceramic, each one labeled with capacity, height, and a muted color. At lunch, the kitchen served spicy lentils, and people compared the heat level between bites. Someone began discussing the Gospels after spotting a study group in a corner, and the conversation drifted toward how those texts influenced social norms.",72.16169,4.278909,28,8.474999,0,0.17027499,1226.8278,8.710679,0.0,93144,778,0.008352659,6.6567264,3.8608346,7204.979,0.009194323793053627,0.0
"Context:
After the movie, we went somewhere that served snacks and had a small stage. A local band played covers, and everyone sang along badly on purpose. I caught her smiling at me when she thought I wasn’t looking. The whole night felt like entertainment wrapped around a quiet kind of closeness.",114.08624,4.7369547,29,9.068749,1,0.13899592,1183.8888,9.042341,0.0,48455,763,0.01574657,6.637258,2.7105634,8517.436,0.6084465980529785,1.0
"Context:
The shuttle driver announced a hard limit on seats, and half the group had to split into another vehicle. Elias the foreman called in from the warehouse and sent the updated plan through a web tool that manages file uploads, but the transfer kept timing out on mobile data. Outside, gnats swarmed the lights and someone started coughing from a seasonal allergy. When they finally regrouped, a teammate handed out homemade granola bars to keep spirits up.",122.66328,4.809443,30,9.324999,0,0.059254386,763.70026,4.735828,0.0,71928,767,0.010663441,6.6424866,2.7192664,12888.502,0.03729564696550369,0.0
"Context:
Their rideshare driver checked the vehicle’s maximum occupancy and asked one person to request a second car. William the coordinator sent the updated pickup list through a cloud drive, and he reorganized storage so the link would stop expiring. In the second car, a passenger complained about itching after sitting near a cat earlier that day. They met up at the destination and traded homemade snacks like peace offerings.",190.04857,5.2472796,31,10.231248,0,0.17070627,1527.4005,11.175435,0.0,63607,771,0.012121308,6.6476884,3.0845683,8947.536,0.0922764465212822,0.0
"Context:
At the gear shop, the clerk laid out a matte-black carbon bottle cage that was 90 mm wide and weighed almost nothing, and he showed how the spring tab snaps the bottle in place. Next to it sat a USB headlamp with a 300-lumen mode and a silicone strap cut to fit different helmet sizes. After paying, the receipt printed a tasting-pass for a nearby restaurant where the chef teaches a short ramen class. That evening, the new headlamp survived a rainy ride and the ramen broth tasted even better after the ride.",84.00973,4.4309325,32,8.7125,1,0.1727637,1067.3401,8.432098,0.0,88598,768,0.008668367,6.64379,3.8745725,6178.034,0.8643759489059448,1.0
"Context:
She read a press release about data and internet service plan offerings and immediately recognized the phrasing. Business competitors had been using similar language, and the competition felt like everyone was copying everyone. A reviewer’s video showed the competition between entities and products by testing the same route through the city on different networks. Competitors fought in the comments section, each insisting their service was the only reliable one. She muted the noise, made tropical drinks, and cooked a quiet dinner alone.",130.62999,4.872369,33,9.0125,0,0.15769152,1128.6815,8.550893,0.0,74972,777,0.010363869,6.6554403,3.5183492,7157.5283,0.0040700603276491165,0.0
"Context:
The municipal office listed services offered in one location, from registration help to evening language classes. A separate page described the governmental institutions responsible for licensing and inspections. When I showed up in person, the receptionist pointed me to the correct counter and said the same agency handled both tasks. The building felt like paperwork made into architecture.",140.42346,4.9446626,34,9.693749,0,0.20916103,883.316,9.747259,0.0,51504,769,0.014930879,6.645091,3.4762986,4223.138,0.08747036755084991,0.0
"Context:
On the train, I zoomed in on a chart in a medical article, and the high-resolution render finally made the tiny error bars visible. The paper analyzed how a common household chemical might affect cancer incidence, and the discussion warned against oversimplifying exposure. My sister called to say she’d been diagnosed with a specific autoimmune disease, and she tried to act normal while her voice cracked. She asked whether the condition made her “weak,” turning illness into a negative trait. We talked for an hour, and she ended by asking what health issues I’d been hiding from everyone, including myself.",61.369286,4.1169095,35,8.1375,0,0.1492268,1196.157,8.050994,0.0,98463,776,0.007881133,6.6541524,3.8845656,8015.698,0.00565071078017354,0.0
"Context:
The marina hired extra staff when the summer crowds arrived. A lifeguard watched the swimming area while a boat captain ferried supplies to the docks. Down the pier, a diver inspected the hulls for damage after a storm. Everyone’s work revolved around water, even when the day looked calm.",81.77551,4.403978,36,9.25,1,0.15436451,1208.4253,9.961197,0.0,49974,766,0.0153279705,6.641182,2.7892263,7828.388,0.923650860786438,1.0
"Context:
A group chat turned into plans, and by ten we were at a bar where everyone seemed to know someone. I ordered a simple gin and tonic, while a friend chose a complicated cocktail that arrived in dramatic colors. The night mixed entertainment with closeness, and an offhand joke became a real conversation about a relationship that might be starting. We ended up at a queer-friendly club where flirting was open and the staff made it feel safe. Outside, someone brought up health warnings for alcohol and the industry’s resistance to mandatory labeling.",80.259514,4.3852654,37,8.775,0,0.08376162,901.7184,6.4585094,0.0,86311,768,0.008898054,6.64379,3.0235682,10765.293,0.0014626141637563705,0.0
"Context:
A seaside hotel described itself as quiet and modern, and the lobby’s polished stone floors made that feel true. Their manager asked me to redesign the site and connect a payment option that worked for guests from multiple countries. In the gift corner, I noticed T-shirts in soft cotton, printed in navy, with sizes stacked from small to extra large. Breakfast was a spread of warm bread, sharp cheese, and fruit, and I ate more than I meant to. At checkout, a pamphlet referenced the Gospels and explained how local festivals grew from church traditions.",97.343,4.578241,38,9.081249,0,0.14120764,938.5232,7.4607577,0.0,89363,774,0.008661303,6.6515718,3.7539945,6646.4053,0.002936425618827343,0.0
"Context:
In Aalborg, I grabbed teriyaki chicken from a small Japanese place before heading to a weekend pottery class listed on the community board. The parking lot was full, and a compact sedan kept circling until a spot finally opened. Inside the studio, a local artist had hung new pieces on the wall, and someone in bright leggings was photographing them between lessons. When I got home, a plumbing service van was idling by my building, and I renamed the furniture image files on my laptop while waiting for the water to come back.",69.74325,4.2448206,39,9.024999,1,0.08535508,772.9015,5.629385,0.0,87076,772,0.008865818,6.6489844,3.2773283,9055.132,0.8448413610458374,1.0
"Context:
The scholarship list included Sarah Mitchell near the top. Halfway down, it showed Ava Hernandez with a star beside it. A volunteer read out Isabella Foster to confirm attendance. The registrar kept repeating the paired names to avoid mistakes.",217.25879,5.381089,40,10.3125,1,0.191378,1251.3643,12.091342,0.0,38617,767,0.019861719,6.6424866,2.509193,6538.705,0.9975104331970215,1.0
"Context:
In our tabletop war game, we counted surviving units and marked the tally on paper, treating each piece like a tiny history. My friend suggested a counter app instead, and it made the arithmetic painless but less satisfying. The room air grew heavy, so we opened a window and let in a sharp draft that scattered rule sheets. Between turns, I logged into a web platform to submit a formal request for course enrollment, checking boxes like they were moves on the board. Weeks later, during a flight, I looked down at a panoramic coastline and thought about how quickly games become schedules.",111.46763,4.713734,41,9.281248,0,0.10419774,956.9256,6.2792983,0.0,92391,776,0.008399086,6.6541524,3.598714,9183.746,0.0008656436111778021,0.0
"Context:
He skipped the sugary snacks at work because his doctor had warned him about his health. Even at birthday celebrations, he chose fruit and sipped water while others ate cake. The change was hard at first, but he felt better during his afternoon walks. Over time, the restriction became routine instead of a daily argument with himself.",54.014023,3.9892437,42,8.449999,1,0.07799388,846.5111,5.502116,0.0,52241,763,0.014605386,6.637258,2.6797462,10853.559,0.9888835549354553,1.0
"Context:
She updated her profile with her educational qualifications and attached her official documents. In the bio, she wrote that her graduate studies culminated in a master's, and she also held a bachelor's; her mentor teased her about eventually adding a PhD. That weekend she attended a prestigious tournament and stayed in a luxury accommodation paid for by a sponsor. She spent breakfast trading insights with highly skilled professionals, amazed that one trip could feel so exceptional.",83.72654,4.427556,43,9.799999,0,0.12969816,809.7063,6.968534,0.0,67392,768,0.011396011,6.64379,3.3510413,6243.0054,0.08886342495679855,0.0
"Context:
My watch kept losing time, so I took it in for a repair and they replaced the battery on the spot. While they worked, I stood near the window, hands clasped, watching passersby. After I picked it up, I walked into the neighboring hotel bar to meet friends, cutting through a lounge filled with chatter. A plane roared overhead, and everyone glanced up for a second. The bar’s smoky smell was too much for me to tolerate, so I sat outside.",44.294285,3.7908556,44,8.462498,0,0.09705301,1134.8157,6.6433306,0.0,77984,768,0.009848174,6.64379,3.1067965,11692.741,0.00606642896309495,0.0
"Context:
The technician repaired the cracked screen frame and applied a quick calibration update to the touch sensor. When it powered on, he stood at the counter, shifting from foot to foot while waiting for the receipt. His posture changed the moment the clerk said the fix was covered. A repair and a lot of standing anxiety ended at once.",101.968346,4.6246624,45,9.24375,0,0.1025116,963.05975,7.3235335,0.0,51493,766,0.014875809,6.641182,2.7044494,9394.642,0.03540659323334694,0.0
"Context:
I read Olivia Chen on the sign-in sheet and repeated it out loud. The air smelled of teriyaki chicken, and a sedan idled outside while art pieces featuring sharp portraits were carried into the hall. Inside, Priya Singh opened Tableau and pointed to the sales chart for the client. On a bench, Theo told a story about Jamie tripping during a race, and someone said the afterparty was in Paris.",135.02106,4.905431,46,10.56875,0,0.117935784,1085.7426,7.4947815,0.0,68144,768,0.011270251,6.64379,3.13016,9206.218,0.2407992035150528,0.0
"Context:
He was reading a travel blog when a city name caught his eye. The word Bremerton sat in the middle of the sentence, and he mouthed it slowly. Later, he noticed the same string again on a ferry schedule and laughed at how familiar it now looked. The odd little cluster of letters in the name stuck with him all afternoon.",50.197586,3.915967,47,8.8125,1,0.12679751,1521.2664,10.1312,0.0,56026,765,0.0136543745,6.639876,2.5459104,11997.6045,0.9793058037757874,1.0
"Context:
My tablet struggled with a medical PDF, so I increased the magnification and switched to a higher-resolution copy to keep the text crisp. The article described a study testing whether a vitamin supplement changes cancer outcomes, and the authors were careful about placebo effects. In the same hour, my partner got a call confirming a specific respiratory disease, and relief turned into worry in seconds. He latched onto every negative line in the discharge summary and ignored the parts about manageable steps. Later, we made a list of his other health issues to bring to the specialist.",88.25066,4.480181,48,9.449999,0,0.1511942,1269.7667,8.747634,0.0,85576,768,0.008974479,6.64379,3.5878391,8398.25,0.005309389438480139,0.0
"Context:
The jacket description promised a water-resistant shell and a lining that felt soft against skin, so she wore it straight out of the package. The zipper glided smoothly, and the pockets actually held her phone without sagging. In the mirror, the fabric looked richer than it did online, with stitching that didn’t pull at the seams. She left the store thinking the details had finally matched the hype.",60.103397,4.0960665,49,8.203125,1,0.13770574,1251.3643,8.220059,0.0,65129,769,0.0118073365,6.645091,3.277989,9087.233,0.9180387854576111,1.0
"Context:
She opened a draft, searched for repeated phrases, and trimmed them down so the writing sounded natural. Next, she asked an organization how to apply for medical support and what financial assistance was available. Because she needed clarity on coverage, she requested an insurance quote along with a written breakdown. She kept a running log in her editor to track dates, calls, and promised follow-ups. Before committing, she sought professional advice to confirm she understood the risks.",63.05562,4.144017,50,8.0625,0,0.09493929,1294.3032,6.531616,0.0,71181,773,0.010859639,6.650279,3.141723,13632.956,0.036805659532547,0.0
"Context:
The minivan was advertised as seating seven, but the driver insisted it felt crowded once backpacks filled the aisle. At the office, the same crew spent the afternoon moving project files into a new storage system and verifying that the transfer kept permissions intact. A delayed upload forced them to wait in the parking lot with the engine running. When the last sync completed, they finally drove off with every seat filled and every file accounted for.",78.992836,4.369357,51,8.7125,0,0.11754543,1232.9619,8.469872,0.0,67387,768,0.011396857,6.64379,2.8726845,10489.237,0.15851977467536926,0.0
"Context:
The café’s Wi-Fi kept dropping, so he asked the barista which broadband package they used. Later, he compared business internet offers with uptime guarantees and support response times. The cheapest plan had a low upload speed that would hurt their card terminals. He selected a tier with a higher monthly rate but stronger service terms.",151.5995,5.021242,52,10.125,1,0.16095828,963.05975,8.863201,0.0,53766,768,0.01428412,6.64379,3.1291041,5983.288,0.8625615835189819,1.0
"Context:
The ferry terminal sign said Bremerton, and she followed the crowd into a nearby market with a strong loyalty program. A local musician’s name was printed on stickers stuck to the cash register and the tip jar. At the pier, a water-quality technician tested samples and waved as she passed. Later, she cited a brochure from the market that included author, title, publication date, and publisher on the last page.",95.07409,4.5546565,53,9.0625,0,0.16431528,1220.6936,9.950883,0.0,68915,775,0.011245738,6.652863,3.281801,7428.9717,0.07265204191207886,0.0
"Context:
She scanned a QR code to compare data and internet service plan offerings and got pulled into a flashy signup flow. Business competitors had nearly identical pages, and the competition blurred into small differences. Her roommate turned it into a game of competition between entities and products, reading each perk in a dramatic voice. A competitor’s pop-up chat offered a discount if she switched that minute. They celebrated the final choice with tropical drinks and cooked pancakes for dinner.",207.75964,5.336382,54,9.525,0,0.1275237,696.22473,6.922642,0.0,71934,773,0.010745961,6.650279,3.39417,5459.571,0.061853840947151184,0.0
"Context:
Her drawings were displayed in a small room at the exhibition, framed with simple labels. Across the corridor, shoppers argued over product features and specifications, comparing materials and performance like it was a contest. She listened while adjusting the lighting on her art. The contrast between creative work and detailed comparisons was oddly entertaining.",122.690125,4.809662,55,9.41875,1,0.1353724,815.84045,6.7136426,0.0,48470,771,0.015906746,6.6476884,3.230743,6026.638,0.9107968807220459,1.0
"Context:
At the kiosk, she compared two mobile packages with different data caps and rollover rules. The clerk explained how the price jumped after the introductory months ended. She checked whether tethering was included for her laptop on train rides. Before paying, she asked about throttling once the monthly limit was reached.",92.42819,4.526432,56,9.074999,1,0.18368411,1067.3401,9.205486,0.0,48469,770,0.015886443,6.6463904,3.2118504,5810.7373,0.9017986059188843,1.0
"Context:
I spent an hour adding shading to a drawing and then propped it on a shelf so it would be visible the moment someone entered the room. The event center downtown was hosting a conference, so I checked in and sat through a morning presentation before joining a smaller meeting about partnerships. In the exhibition area, a startup used a drawing board display to walk passersby through their concept as if it were a live lesson. After lunch, I slipped into a formal business hearing where executives faced pointed questions without joking. When I got back, the art exhibit was still open, and my drawing had a small crowd.",69.08623,4.2353554,57,8.875,0,0.1425205,1877.0464,10.312743,0.0,93886,769,0.008190785,6.645091,3.253143,13170.36,0.013619528152048588,0.0
"Context:
During the interview, she kept a straight-backed posture and answered without fidgeting. The meeting room was in a renovated warehouse with exposed brick and a giant painted logo on the wall. That stance made the situation feel less intimidating than it really was. The place’s industrial look somehow made the conversation easier.",66.62637,4.1991005,58,7.8875,1,0.10041889,683.9565,5.98036,0.0,50735,769,0.015157189,6.645091,2.9198623,6811.034,0.9921019673347473,1.0
"Context:
The online store sold wallets and listed the leather type, thickness, and color in a neat grid. A banner promoted web design and marketing help for small businesses, right next to a pitch for payment services. Product attributes and software services were bundled like one offer. He scrolled twice to make sure it wasn’t a prank.",175.91762,5.170016,59,9.88125,0,0.22149187,1202.2911,10.748469,0.0,53012,772,0.014562741,6.6489844,3.419061,5428.15,0.0983135923743248,0.0
"Context:
Nadia booked a train from Copenhagen to Hamburg before sunrise. In Berlin, Jonas met her at the station with coffee. They later walked through Kreuzberg and argued about which street had the best bakery. By night, their map was dotted with names of people and places.",64.848656,4.172056,60,8.174999,1,0.09294586,828.1087,6.668552,0.0,43915,763,0.017374473,6.637258,2.366899,8909.581,0.8518018126487732,1.0
"Context:
The workshop order form asked for the exact dimensions, so I measured the panel twice with a steel ruler. The supplier wanted the material specified as birch plywood, 18 mm thick, with a matte finish. I added notes about load capacity and whether the hinges should be soft-close. When the delivery arrived, I checked every item against the listed tolerances before signing.",75.18233,4.3199162,61,9.443748,1,0.16803746,1447.6567,10.582477,0.0,59070,771,0.013052311,6.6476884,3.1464648,8615.083,0.9537195563316345,1.0
"Context:
He skimmed a feature-by-feature comparison between two cameras, focusing on sensor size and stabilization. After buying one, he posted negative customer feedback about the flimsy buttons and noisy autofocus. Friends replied that the specifications had hinted at the compromises. He wished he had read the reviews first.",70.73785,4.2589808,62,9.75,0,0.17092623,920.1208,8.368411,0.0,48467,771,0.01590773,6.6476884,3.2702632,5383.1455,0.9622550010681152,1.0
